   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,                 lr0,                 lrf,            momentum,        weight_decay,       warmup_epochs,     warmup_momentum,      warmup_bias_lr,                 box,                 cls,              cls_pw,                 obj,              obj_pw,               iou_t,            anchor_t,            fl_gamma,               hsv_h,               hsv_s,               hsv_v,             degrees,           translate,               scale,               shear,         perspective,              flipud,              fliplr,              mosaic,               mixup,          copy_paste,             anchors
             0.75397,             0.84439,             0.83856,             0.66382,            0.019973,            0.016279,            0.029131,              0.0114,             0.01126,             0.81835,             0.00038,              3.0382,             0.88797,              0.1003,             0.05899,             0.63216,              1.2876,              1.0552,             0.90884,                 0.2,              3.7782,                   0,             0.01016,             0.64829,             0.39404,                   0,             0.08741,             0.43419,                   0,                   0,                   0,                 0.5,                   1,                   0,                   0,              3.3138
             0.75654,             0.83822,             0.84037,             0.66313,            0.015288,            0.016682,             0.02174,             0.00994,             0.01014,             0.94532,             0.00056,              2.9539,             0.74902,             0.09631,             0.04816,             0.53477,              1.0531,              1.0329,              1.0102,                 0.2,              4.0284,                   0,             0.01513,             0.70649,             0.36145,                   0,             0.10854,             0.50518,                   0,                   0,                   0,                 0.5,             0.95997,                   0,                   0,              3.3365
             0.75209,             0.85156,             0.83931,              0.6579,            0.015267,            0.018761,            0.024848,             0.01063,             0.01084,             0.95452,             0.00054,              2.9658,             0.65735,              0.1048,             0.04816,             0.54697,              1.2653,              1.1552,             0.99969,                 0.2,              4.0284,                   0,             0.01638,             0.70011,             0.36145,                   0,             0.12755,             0.52142,                   0,                   0,                   0,                 0.5,                   1,                   0,                   0,              4.0565
             0.70496,             0.85051,             0.81686,             0.62548,            0.011661,            0.019088,            0.023117,             0.01033,                0.01,                0.98,             0.00061,              3.2738,             0.64108,             0.09089,             0.03513,             0.53477,              1.0531,             0.97977,              1.1249,                 0.2,              5.3223,                   0,             0.01555,             0.70649,             0.28887,                   0,             0.12447,             0.50518,                   0,                   0,                   0,                 0.5,                   1,                   0,                   0,                   2
             0.74979,             0.83665,             0.84022,             0.66722,            0.014369,            0.018743,            0.021948,             0.00994,                0.01,             0.96016,             0.00057,              3.0051,             0.81627,             0.09631,             0.04598,             0.54495,              1.0684,              1.1184,              1.0338,                 0.2,              4.0284,                   0,             0.01453,             0.64113,             0.33763,                   0,             0.10512,             0.46886,                   0,                   0,                   0,                 0.5,             0.92595,                   0,                   0,              3.3365
             0.76413,             0.83257,             0.84435,             0.66471,            0.016988,             0.01337,            0.021448,              0.0074,                0.01,             0.95257,             0.00069,              3.0051,              0.9075,             0.10247,             0.05373,             0.58622,             0.95503,             0.84796,             0.95005,                 0.2,              4.0091,                   0,             0.01453,             0.64113,              0.2816,                   0,             0.06009,              0.5317,                   0,                   0,                   0,                 0.5,             0.63511,                   0,                   0,              2.9218
             0.75413,             0.84374,             0.82228,             0.64573,            0.018187,             0.01516,            0.031294,             0.01021,             0.01126,             0.83389,             0.00033,              3.0382,              0.8463,             0.08606,             0.05384,             0.58001,              1.5888,              1.0014,             0.83455,                 0.2,              3.3408,                   0,             0.00896,             0.64829,             0.43072,                   0,             0.08741,             0.34258,                   0,                   0,                   0,                 0.5,                   1,                   0,                   0,              3.8382
             0.74959,             0.83753,              0.8253,              0.6517,            0.020119,            0.017077,            0.029882,             0.01131,             0.01128,             0.82023,             0.00038,              3.0382,              0.8908,             0.10084,              0.0586,             0.63101,              1.3133,              1.0457,             0.91666,                 0.2,              3.8396,                   0,             0.00993,             0.64444,             0.39835,                   0,             0.08908,             0.43419,                   0,                   0,                   0,                 0.5,                   1,                   0,                   0,              3.2592
             0.75836,             0.84253,             0.83343,             0.65981,            0.022429,            0.017922,            0.024978,             0.01059,             0.01184,             0.82689,             0.00038,              3.3432,             0.88848,              0.1003,              0.0682,             0.56145,              1.2522,              1.1431,             0.86882,                 0.2,               3.592,                   0,             0.01056,             0.75526,             0.38743,                   0,             0.08282,             0.45874,                   0,                   0,                   0,                 0.5,             0.99275,                   0,                   0,              2.5723
               0.776,             0.84443,             0.84182,             0.65685,            0.019972,               0.017,            0.030239,             0.01067,             0.01191,             0.81835,             0.00038,              3.1958,             0.63112,             0.07938,             0.05899,             0.73303,              1.2726,              1.0552,             0.91843,                 0.2,              3.7782,                   0,             0.01016,             0.55373,             0.41386,                   0,             0.08305,             0.43419,                   0,                   0,                   0,                 0.5,                   1,                   0,                   0,               2.375
             0.73489,             0.86324,             0.84471,             0.66151,            0.017493,            0.013651,            0.021271,              0.0074,                0.01,             0.96697,             0.00065,              3.5166,              0.9075,             0.10247,             0.05603,             0.58622,             0.95503,              0.8701,             0.95005,                 0.2,              4.0091,                   0,             0.00904,             0.64113,             0.29562,                   0,             0.06239,             0.48131,                   0,                   0,                   0,                 0.5,             0.65152,                   0,                   0,              3.8644
             0.76085,             0.85767,             0.85119,             0.65059,            0.017643,            0.015642,            0.020325,             0.00651,                0.01,             0.96982,             0.00068,              2.9536,             0.80909,             0.11114,             0.05454,              0.6186,             0.87852,             0.90118,             0.96375,                 0.2,              4.0091,                   0,             0.01453,             0.57716,              0.3081,                   0,             0.05973,             0.53856,                   0,                   0,                   0,                 0.5,             0.64543,                   0,                   0,              2.5094
             0.76148,              0.8258,             0.84809,             0.63958,            0.014898,            0.013091,             0.02274,             0.00739,                0.01,             0.95958,             0.00069,              3.0051,             0.68501,               0.102,             0.04584,             0.63852,             0.98608,             0.71263,              1.0801,                 0.2,              4.0091,                   0,             0.01295,             0.58863,             0.29088,                   0,             0.06009,              0.5317,                   0,                   0,                   0,                 0.5,             0.63511,                   0,                   0,              4.1019
             0.75155,             0.84769,             0.84351,             0.64846,            0.016112,            0.013607,            0.019683,             0.00782,                0.01,                0.98,             0.00081,              3.0051,             0.87309,             0.08657,             0.04927,               0.564,             0.95503,             0.86463,             0.91693,                 0.2,              3.6497,                   0,             0.01582,             0.62063,              0.2816,                   0,              0.0633,              0.5758,                   0,                   0,                   0,                 0.5,             0.74485,                   0,                   0,              2.9218
             0.75204,             0.83177,             0.83656,             0.65269,            0.017889,            0.014035,            0.024139,             0.00781,             0.01027,             0.95781,             0.00061,              3.0051,             0.90534,             0.10247,             0.05627,             0.58436,              1.0319,              0.8824,             0.94723,                 0.2,              4.4658,                   0,             0.01453,             0.64113,             0.26779,                   0,             0.06334,             0.57852,                   0,                   0,                   0,                 0.5,             0.67414,                   0,                   0,              2.9218
             0.74405,             0.83975,             0.84292,             0.66381,            0.018774,            0.014978,            0.021566,              0.0074,                0.01,             0.95257,             0.00076,              2.9748,                0.95,             0.10247,             0.06124,             0.58622,             0.95503,             0.97631,             0.95005,                 0.2,              4.8749,                   0,             0.01324,             0.63909,              0.2816,                   0,             0.06193,             0.51111,                   0,                   0,                   0,                 0.5,             0.58175,                   0,                   0,              2.6822
             0.72318,             0.84955,               0.829,             0.63736,            0.017284,            0.014359,            0.024092,             0.00722,             0.01014,             0.95386,             0.00071,               2.896,             0.89879,             0.09973,             0.05273,             0.61056,             0.95503,             0.84902,             0.95005,                 0.2,              3.9786,                   0,             0.01392,             0.66117,             0.28064,                   0,             0.06039,              0.5312,                   0,                   0,                   0,                 0.5,              0.6159,                   0,                   0,              3.2185
             0.74326,             0.82924,               0.826,             0.64957,            0.013104,             0.01146,            0.025646,             0.00674,                0.01,             0.95242,             0.00069,              3.4264,              0.9075,             0.08213,             0.04031,             0.58218,             0.99764,             0.70959,             0.88679,                 0.2,              3.4727,                   0,             0.01543,             0.65527,             0.26699,                   0,             0.06572,             0.66082,                   0,                   0,                   0,                 0.5,              0.5454,                   0,                   0,                   2
             0.75388,             0.83887,             0.83736,             0.64793,            0.017333,             0.01413,            0.023529,              0.0074,             0.01072,                0.98,             0.00069,              2.4523,                0.95,             0.09697,             0.05373,             0.59334,              1.0879,             0.87646,             0.89032,                 0.2,              4.0091,                   0,             0.01193,             0.74341,              0.2629,                   0,             0.06171,             0.47773,                   0,                   0,                   0,                 0.5,             0.63511,                   0,                   0,               3.583
             0.75446,             0.85282,             0.85555,             0.66992,            0.018671,            0.015778,            0.022996,             0.00597,                0.01,             0.95257,             0.00073,              3.3772,              0.9075,             0.10247,             0.05913,             0.62489,             0.95503,             0.84796,              1.1781,                 0.2,              4.0091,                   0,             0.01382,             0.76173,              0.2816,                   0,             0.06292,              0.5317,                   0,                   0,                   0,                 0.5,             0.67772,                   0,                   0,              2.7493
             0.75687,             0.84075,             0.82896,             0.64436,            0.017585,           0.0095068,            0.021929,             0.00672,                0.01,             0.90696,             0.00037,              3.1376,             0.79844,             0.09116,              0.0536,             0.49896,              1.2092,             0.77767,             0.61237,                 0.2,              3.5078,                   0,             0.01709,             0.58472,             0.48922,                   0,             0.10732,             0.52792,                   0,                   0,                   0,                 0.5,             0.74394,                   0,                   0,              3.0814
             0.69793,             0.83849,             0.81927,             0.63497,            0.018357,            0.014522,            0.026076,             0.00968,                0.01,             0.86903,             0.00047,              3.5755,             0.79844,             0.09964,             0.05533,             0.49763,             0.97705,             0.77767,              1.2612,                 0.2,              3.5078,                   0,             0.01036,             0.51049,             0.33402,                   0,             0.09085,             0.49693,                   0,                   0,                   0,                 0.5,              0.7903,                   0,                   0,                   2
             0.74622,             0.84472,             0.83373,             0.65634,            0.016001,            0.011113,            0.022271,                0.01,                0.01,             0.96233,             0.00047,              2.7847,             0.82398,               0.101,             0.05055,             0.53651,              1.0243,             0.71088,             0.91743,                 0.2,              3.7334,                   0,             0.01514,             0.63211,             0.36098,                   0,             0.08964,             0.49329,                   0,                   0,                   0,                 0.5,             0.89895,                   0,                   0,              2.7697
             0.67993,             0.78984,             0.78161,             0.53735,            0.023076,            0.012772,            0.021712,              0.0096,              0.0102,                0.98,             0.00051,              2.5693,             0.79844,             0.09972,             0.04979,              0.4932,              1.0198,             0.77767,             0.85575,                 0.2,              3.2729,                   0,             0.01365,             0.64396,             0.34509,                   0,             0.09085,             0.49693,                   0,                   0,                   0,                 0.5,             0.97133,                   0,                   0,              2.6464
             0.73479,             0.84534,             0.82514,             0.64951,            0.016994,             0.01166,            0.019821,             0.01021,             0.01018,             0.93229,             0.00049,              2.7564,             0.80264,             0.10175,             0.05311,             0.47653,              1.0283,             0.77767,              0.8842,                 0.2,              3.5078,                   0,             0.01404,             0.61467,             0.36717,                   0,             0.09531,             0.51234,                   0,                   0,                   0,                 0.5,             0.92869,                   0,                   0,              2.8638
             0.71965,             0.84535,             0.83328,             0.65461,            0.020745,            0.016809,             0.02296,              0.0097,             0.01135,                0.98,              0.0006,              3.0633,             0.69766,             0.09964,             0.06266,              0.5589,              1.0198,              1.0199,             0.97358,                 0.2,              3.5339,                   0,             0.01404,             0.61197,             0.38445,                   0,             0.07751,             0.48097,                   0,                   0,                   0,                 0.5,                   1,                   0,                   0,              2.7299
             0.69301,             0.82687,             0.79329,             0.60439,            0.020487,           0.0092035,            0.028421,             0.01057,             0.01091,             0.96251,             0.00054,              2.8007,             0.79844,             0.12952,             0.05808,             0.55497,              1.0552,             0.77767,             0.55958,                 0.2,              3.3308,                   0,             0.01304,             0.50878,             0.36098,                   0,             0.08353,             0.41765,                   0,                   0,                   0,                 0.5,             0.94449,                   0,                   0,                   2
             0.74682,             0.83486,              0.8388,             0.65523,             0.01462,             0.01307,            0.017376,             0.00975,                0.01,             0.91076,             0.00047,              3.8039,             0.90195,             0.09105,             0.04547,             0.50293,             0.80869,             0.78048,             0.98721,                 0.2,              3.6826,                   0,             0.01507,             0.61643,             0.42167,                   0,             0.09085,             0.52483,                   0,                   0,                   0,                 0.5,                   1,                   0,                   0,              3.4843
             0.75585,               0.854,             0.84615,             0.67048,            0.016714,            0.011153,            0.017646,             0.01058,             0.01007,             0.96329,             0.00055,              2.8007,             0.86237,             0.10516,              0.0529,             0.50197,             0.95333,             0.79218,             0.81813,                 0.2,              4.0357,                   0,             0.01356,             0.51984,             0.40292,                   0,             0.09065,             0.43622,                   0,                   0,                   0,                 0.5,             0.90989,                   0,                   0,              2.9505
             0.71613,             0.84053,             0.83089,             0.64873,            0.017401,            0.016275,            0.023878,                0.01,                0.01,             0.94296,             0.00049,                   3,             0.78514,             0.10142,                0.05,             0.50237,                1.01,              1.0012,             0.97638,                 0.2,              3.9774,                   0,             0.01501,             0.70205,             0.40387,                   0,             0.10094,                 0.5,                   0,                   0,                   0,                 0.5,                   1,                   0,                   0,              3.1435
             0.78295,             0.81799,             0.84403,              0.6633,            0.016806,            0.017429,            0.019547,             0.00997,                0.01,             0.93776,             0.00048,              2.8916,              0.8473,             0.09424,                0.05,             0.46908,              1.0033,                   1,              1.0537,                 0.2,                   4,                   0,             0.01546,             0.71353,             0.39218,                   0,             0.10002,             0.49302,                   0,                   0,                   0,                 0.5,                   1,                   0,                   0,              2.7268
             0.75021,             0.83643,             0.83404,             0.65239,            0.016729,            0.016372,            0.021932,             0.01008,              0.0102,             0.93749,              0.0005,              2.8789,             0.82867,             0.10048,             0.05132,              0.5067,                   1,             0.96999,                   1,                 0.2,              3.9611,                   0,             0.01559,             0.67946,             0.41395,                   0,             0.10259,             0.50223,                   0,                   0,                   0,                 0.5,                   1,                   0,                   0,              3.0783
             0.75265,               0.846,             0.84071,             0.65022,            0.015082,            0.015825,            0.023541,             0.00876,             0.01154,             0.89324,             0.00053,                   3,             0.65161,             0.06586,             0.04471,             0.57817,             0.98367,             0.95046,                   1,                 0.2,              3.3245,                   0,             0.01545,                 0.7,             0.39254,                   0,                 0.1,              0.5433,                   0,                   0,                   0,                 0.5,                   1,                   0,                   0,              2.3962
             0.75702,             0.84336,              0.8458,             0.67325,            0.013161,            0.015831,             0.01985,             0.00932,                0.01,               0.937,             0.00053,              3.1471,                 0.8,             0.09374,             0.04201,             0.50346,             0.97966,             0.96201,             0.96461,                 0.2,              4.0211,                   0,             0.01442,             0.74629,             0.41471,                   0,             0.09352,             0.48923,                   0,                   0,                   0,                 0.5,                   1,                   0,                   0,              2.8964
             0.75007,             0.84779,             0.84112,             0.66904,             0.01509,             0.01618,            0.015738,             0.00991,                0.01,             0.96572,              0.0005,              3.3169,             0.79517,             0.08833,             0.04832,             0.40736,                   1,             0.98521,              1.0076,                 0.2,              4.1468,                   0,             0.01705,             0.55503,             0.36902,                   0,             0.08196,             0.48249,                   0,                   0,                   0,                 0.5,                   1,                   0,                   0,              3.3447
             0.76932,             0.81778,             0.83594,             0.64983,             0.01144,            0.017588,            0.016741,             0.00932,                0.01,               0.937,             0.00065,              3.1202,             0.73543,             0.11498,             0.03345,             0.43557,             0.97966,              1.0295,              1.1104,                 0.2,              4.5413,                   0,             0.01701,             0.74629,             0.35287,                   0,             0.09352,             0.57092,                   0,                   0,                   0,                 0.5,                   1,                   0,                   0,              2.8964
             0.75484,             0.83879,             0.84728,             0.66326,            0.012809,            0.014809,            0.020466,             0.00932,                0.01,             0.92971,             0.00053,              3.1064,              0.7098,             0.09212,             0.03833,             0.51429,             0.97966,              0.9294,             0.91277,                 0.2,              4.2291,                   0,             0.01349,             0.81037,              0.4306,                   0,             0.09352,             0.48187,                   0,                   0,                   0,                 0.5,                   1,                   0,                   0,              2.8468
             0.76075,             0.83866,             0.83643,             0.65872,            0.014427,            0.015274,            0.019105,             0.00931,                0.01,             0.93692,             0.00053,              3.1474,             0.79863,             0.09385,             0.04194,             0.50346,             0.97973,             0.96248,             0.96302,                 0.2,              4.0211,                   0,             0.01442,             0.74629,             0.41471,                   0,             0.09356,             0.48852,                   0,                   0,                   0,                 0.5,             0.99984,                   0,                   0,              2.8844
             0.75555,             0.84435,             0.83975,             0.66747,            0.013338,            0.015545,            0.023079,             0.00932,                0.01,             0.91502,             0.00048,              3.1856,             0.91225,             0.07485,             0.04201,             0.50239,                1.14,             0.96201,              1.0028,                 0.2,              4.3267,                   0,             0.01373,             0.81017,             0.39757,                   0,             0.09345,              0.4447,                   0,                   0,                   0,                 0.5,                   1,                   0,                   0,              2.8964
             0.76358,             0.83549,             0.83576,             0.63531,            0.014438,            0.016842,            0.018368,             0.00923,                0.01,             0.91484,             0.00037,              3.5725,             0.74739,             0.09721,             0.04201,             0.45205,             0.98051,              1.0799,             0.93205,                 0.2,               4.378,                   0,             0.01031,             0.85949,             0.36355,                   0,             0.10648,             0.48923,                   0,                   0,                   0,                 0.5,             0.75877,                   0,                   0,               3.299
              0.7442,             0.84421,             0.83444,             0.64657,              0.0146,            0.016995,            0.026352,             0.01051,                0.01,                0.98,             0.00051,               4.223,                0.95,             0.08291,             0.04201,             0.68954,              1.1651,              1.0753,             0.91648,                 0.2,              4.6356,                   0,             0.01442,              0.7029,             0.41775,                   0,             0.09352,              0.4301,                   0,                   0,                   0,                 0.5,                   1,                   0,                   0,              3.1499
             0.74044,             0.84715,             0.83551,             0.63757,            0.015057,            0.017398,            0.020875,             0.00878,             0.01039,             0.97265,             0.00056,              3.7149,             0.80861,             0.09374,             0.04201,             0.50346,               1.042,             0.87913,              1.2578,                 0.2,              4.3312,                   0,             0.01442,             0.74629,             0.26251,                   0,             0.09352,             0.54281,                   0,                   0,                   0,                 0.5,             0.87116,                   0,                   0,              2.8964
             0.75208,             0.84271,              0.8417,             0.65746,            0.013133,            0.015878,            0.015101,             0.01098,                0.01,             0.95916,             0.00053,              2.7067,             0.77792,             0.10293,             0.04169,              0.4168,             0.96418,             0.95291,              1.0087,                 0.2,              4.3758,                   0,             0.01442,             0.82769,             0.45011,                   0,             0.10476,             0.56924,                   0,                   0,                   0,                 0.5,             0.93121,                   0,                   0,              2.8964
             0.72482,             0.85481,              0.8289,             0.65172,            0.014188,            0.015594,            0.021644,             0.00922,             0.01046,               0.937,              0.0005,              4.0318,                0.95,             0.09318,             0.04412,             0.50346,             0.97966,             0.96201,             0.96871,                 0.2,              4.8854,                   0,             0.01606,             0.72402,             0.41471,                   0,             0.09079,             0.43012,                   0,                   0,                   0,                 0.5,                   1,                   0,                   0,              2.8671
             0.75295,             0.83618,             0.83755,              0.6623,            0.014372,            0.015656,            0.022091,             0.01009,                0.01,               0.937,             0.00058,              3.6358,             0.92888,             0.09374,             0.04465,             0.52957,             0.97966,             0.89021,              1.1289,                 0.2,              4.0211,                   0,             0.01522,             0.64474,             0.50867,                   0,              0.0902,             0.48923,                   0,                   0,                   0,                 0.5,             0.81521,                   0,                   0,              2.4138
             0.74831,             0.83827,             0.83752,             0.66031,            0.013558,            0.015462,            0.019408,             0.00932,             0.01002,             0.94107,             0.00053,              3.1326,             0.77608,             0.09374,             0.04219,             0.49178,             0.98491,             0.95146,             0.97065,                 0.2,              4.0211,                   0,             0.01445,             0.74971,             0.41471,                   0,             0.09135,             0.48923,                   0,                   0,                   0,                 0.5,                   1,                   0,                   0,              2.6866
             0.71269,             0.84556,             0.82642,             0.65964,            0.011842,            0.016112,           0.0099667,             0.01048,                0.01,                0.98,             0.00053,              3.1471,             0.65138,              0.0759,             0.03777,             0.20546,              1.1737,             0.92777,              1.2188,                 0.2,               4.196,                   0,             0.01388,                 0.9,             0.44819,                   0,             0.10538,             0.40017,                   0,                   0,                   0,                 0.5,                   1,                   0,                   0,                   2
             0.75055,               0.842,             0.83525,             0.65089,            0.017264,            0.016471,            0.017747,             0.00932,             0.01054,             0.93609,             0.00074,              3.1471,             0.91502,             0.08225,             0.05325,             0.46338,              1.0747,               0.955,              1.0933,                 0.2,               3.385,                   0,             0.01724,             0.74629,             0.44201,                   0,             0.06175,             0.50655,                   0,                   0,                   0,                 0.5,                   1,                   0,                   0,                   2
