               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                   0,            0.066005,            0.051251,             0.03403,                   0,                   0,                   0,                   0,                   0,                   0,                   0,            0.068296,           0.0025635,           0.0025635
                   1,            0.045614,            0.037152,            0.026819,                   0,                   0,                   0,                   0,                   0,                   0,                   0,            0.042784,           0.0046515,           0.0046515
                   2,            0.032761,            0.035237,            0.023922,                   0,                   0,                   0,                   0,                   0,                   0,                   0,            0.016758,           0.0062265,           0.0062265
                   3,             0.02353,            0.034011,            0.022553,                   0,                   0,                   0,                   0,                   0,                   0,                   0,           0.0061579,           0.0061579,           0.0061579
                   4,            0.021084,            0.032492,            0.021747,                   0,                   0,                   0,                   0,                   0,                   0,                   0,           0.0061579,           0.0061579,           0.0061579
                   5,            0.018832,            0.031362,            0.020804,                   0,                   0,                   0,                   0,                   0,                   0,                   0,           0.0052939,           0.0052939,           0.0052939
                   6,            0.016976,            0.030171,            0.019195,                   0,                   0,                   0,                   0,                   0,                   0,                   0,           0.0044298,           0.0044298,           0.0044298
                   7,            0.015424,            0.029159,            0.017782,                   0,                   0,                   0,                   0,                   0,                   0,                   0,           0.0035658,           0.0035658,           0.0035658
                   8,            0.014427,            0.029002,            0.016879,                   0,                   0,                   0,                   0,                   0,                   0,                   0,           0.0027017,           0.0027017,           0.0027017
                   9,            0.013532,            0.028225,            0.015715,              0.7593,             0.84377,             0.84615,                0.67,            0.015361,            0.018401,            0.024771,           0.0018377,           0.0018377,           0.0018377
                   0,            0.064021,            0.049647,            0.035999,                   0,                   0,                   0,                   0,                   0,                   0,                   0,            0.068267,           0.0025342,           0.0025342
                   1,            0.043221,            0.035448,            0.027825,                   0,                   0,                   0,                   0,                   0,                   0,                   0,            0.042731,           0.0045986,           0.0045986
                   2,             0.03016,            0.033879,            0.025202,                   0,                   0,                   0,                   0,                   0,                   0,                   0,            0.016688,            0.006156,            0.006156
                   3,            0.022435,            0.032469,            0.024071,                   0,                   0,                   0,                   0,                   0,                   0,                   0,           0.0060887,           0.0060887,           0.0060887
                   4,            0.020258,            0.030936,            0.023042,                   0,                   0,                   0,                   0,                   0,                   0,                   0,           0.0060887,           0.0060887,           0.0060887
                   5,            0.017687,            0.030088,            0.021927,                   0,                   0,                   0,                   0,                   0,                   0,                   0,           0.0052349,           0.0052349,           0.0052349
                   6,            0.016525,            0.029041,            0.020357,                   0,                   0,                   0,                   0,                   0,                   0,                   0,           0.0043811,           0.0043811,           0.0043811
                   7,            0.015096,             0.02819,            0.018869,                   0,                   0,                   0,                   0,                   0,                   0,                   0,           0.0035274,           0.0035274,           0.0035274
                   8,            0.014209,            0.027952,            0.018024,                   0,                   0,                   0,                   0,                   0,                   0,                   0,           0.0026736,           0.0026736,           0.0026736
                   9,            0.013397,            0.027128,            0.016593,             0.77482,             0.84372,             0.85297,             0.67301,            0.015388,            0.017734,            0.027615,           0.0018198,           0.0018198,           0.0018198
                   0,            0.055472,             0.04254,            0.025334,                   0,                   0,                   0,                   0,                   0,                   0,                   0,            0.067412,           0.0027929,           0.0027929
                   1,            0.036358,            0.034261,            0.023688,                   0,                   0,                   0,                   0,                   0,                   0,                   0,             0.03974,           0.0050663,           0.0050663
                   2,            0.028046,            0.027798,             0.01964,                   0,                   0,                   0,                   0,                   0,                   0,                   0,            0.011508,           0.0067794,           0.0067794
                   3,            0.020292,            0.026281,            0.017037,                   0,                   0,                   0,                   0,                   0,                   0,                   0,           0.0062567,           0.0062567,           0.0062567
                   4,            0.017546,            0.025058,            0.016206,                   0,                   0,                   0,                   0,                   0,                   0,                   0,           0.0062567,           0.0062567,           0.0062567
                   5,            0.015483,            0.023808,              0.0149,                   0,                   0,                   0,                   0,                   0,                   0,                   0,           0.0053756,           0.0053756,           0.0053756
                   6,             0.01434,            0.023204,            0.014112,                   0,                   0,                   0,                   0,                   0,                   0,                   0,           0.0044945,           0.0044945,           0.0044945
                   7,            0.013122,            0.022604,            0.013501,                   0,                   0,                   0,                   0,                   0,                   0,                   0,           0.0036134,           0.0036134,           0.0036134
                   8,            0.012245,            0.021782,            0.012528,                   0,                   0,                   0,                   0,                   0,                   0,                   0,           0.0027323,           0.0027323,           0.0027323
                   9,            0.011495,            0.021417,            0.011939,              0.7317,             0.86895,             0.83878,             0.66716,            0.013409,            0.013825,            0.019241,           0.0018512,           0.0018512,           0.0018512
                   0,            0.048646,            0.048712,            0.027465,                   0,                   0,                   0,                   0,                   0,                   0,                   0,            0.067915,           0.0022598,           0.0022598
                   1,            0.029997,             0.03661,            0.021536,                   0,                   0,                   0,                   0,                   0,                   0,                   0,            0.037355,            0.004101,            0.004101
                   2,            0.020768,            0.035583,            0.018888,                   0,                   0,                   0,                   0,                   0,                   0,                   0,           0.0063431,           0.0054904,           0.0054904
                   3,             0.01579,            0.033892,            0.018074,                   0,                   0,                   0,                   0,                   0,                   0,                   0,           0.0048582,           0.0048582,           0.0048582
                   4,             0.01518,            0.033122,            0.017354,                   0,                   0,                   0,                   0,                   0,                   0,                   0,           0.0048582,           0.0048582,           0.0048582
                   5,            0.013479,            0.032075,            0.016439,                   0,                   0,                   0,                   0,                   0,                   0,                   0,           0.0041776,           0.0041776,           0.0041776
                   6,             0.01224,            0.031243,            0.015585,                   0,                   0,                   0,                   0,                   0,                   0,                   0,            0.003497,            0.003497,            0.003497
                   7,            0.011514,            0.030556,            0.014551,                   0,                   0,                   0,                   0,                   0,                   0,                   0,           0.0028164,           0.0028164,           0.0028164
                   8,            0.010867,            0.029951,            0.013704,                   0,                   0,                   0,                   0,                   0,                   0,                   0,           0.0021358,           0.0021358,           0.0021358
                   9,            0.010246,            0.029332,            0.013039,             0.76194,             0.83529,             0.82761,             0.65943,            0.011522,            0.017907,            0.022657,           0.0014552,           0.0014552,           0.0014552
                   0,            0.057451,            0.043688,            0.027986,                   0,                   0,                   0,                   0,                   0,                   0,                   0,            0.070858,           0.0029247,           0.0029247
                   1,            0.037237,             0.03615,            0.026683,                   0,                   0,                   0,                   0,                   0,                   0,                   0,            0.041757,           0.0053054,           0.0053054
                   2,            0.029634,            0.028073,            0.023172,                   0,                   0,                   0,                   0,                   0,                   0,                   0,             0.01207,           0.0070993,           0.0070993
                   3,            0.024017,            0.026255,            0.019213,                   0,                   0,                   0,                   0,                   0,                   0,                   0,            0.006552,            0.006552,            0.006552
                   4,            0.020624,             0.02514,            0.017967,                   0,                   0,                   0,                   0,                   0,                   0,                   0,            0.006552,            0.006552,            0.006552
                   5,            0.017835,            0.024501,            0.016915,                   0,                   0,                   0,                   0,                   0,                   0,                   0,           0.0056293,           0.0056293,           0.0056293
                   6,            0.016158,            0.023356,            0.015912,                   0,                   0,                   0,                   0,                   0,                   0,                   0,           0.0047066,           0.0047066,           0.0047066
                   7,            0.014632,            0.022783,             0.01522,                   0,                   0,                   0,                   0,                   0,                   0,                   0,           0.0037839,           0.0037839,           0.0037839
                   8,            0.013877,            0.022061,            0.014067,                   0,                   0,                   0,                   0,                   0,                   0,                   0,           0.0028612,           0.0028612,           0.0028612
                   9,            0.012968,            0.021548,            0.013221,             0.71366,             0.84117,             0.81126,             0.63459,            0.014326,            0.014876,            0.026774,           0.0019386,           0.0019386,           0.0019386
                   0,            0.070581,            0.048917,             0.02402,                   0,                   0,                   0,                   0,                   0,                   0,                   0,            0.070504,           0.0026088,           0.0026088
                   1,            0.046653,            0.044055,            0.023098,                   0,                   0,                   0,                   0,                   0,                   0,                   0,            0.047209,           0.0047324,           0.0047324
                   2,            0.038152,            0.033937,            0.022736,                   0,                   0,                   0,                   0,                   0,                   0,                   0,             0.02339,           0.0063326,           0.0063326
                   3,            0.028444,            0.031113,            0.021035,                   0,                   0,                   0,                   0,                   0,                   0,                   0,           0.0067981,           0.0067981,           0.0067981
                   4,            0.024221,            0.029199,            0.017493,                   0,                   0,                   0,                   0,                   0,                   0,                   0,           0.0067981,           0.0067981,           0.0067981
                   5,            0.020245,            0.027628,            0.015549,                   0,                   0,                   0,                   0,                   0,                   0,                   0,           0.0058408,           0.0058408,           0.0058408
                   6,            0.018245,            0.026827,            0.014535,                   0,                   0,                   0,                   0,                   0,                   0,                   0,           0.0048834,           0.0048834,           0.0048834
                   7,            0.016618,            0.026057,            0.013839,                   0,                   0,                   0,                   0,                   0,                   0,                   0,           0.0039261,           0.0039261,           0.0039261
                   8,            0.015361,            0.025044,            0.012869,                   0,                   0,                   0,                   0,                   0,                   0,                   0,           0.0029688,           0.0029688,           0.0029688
                   9,            0.014292,            0.024643,            0.012229,             0.71338,             0.84825,             0.83126,             0.66107,             0.01662,            0.015555,            0.019662,           0.0020115,           0.0020115,           0.0020115
                   0,            0.054528,            0.047268,            0.025905,                   0,                   0,                   0,                   0,                   0,                   0,                   0,            0.066175,           0.0028701,           0.0028701
                   1,            0.036863,            0.036205,            0.024038,                   0,                   0,                   0,                   0,                   0,                   0,                   0,            0.037671,           0.0052065,           0.0052065
                   2,            0.026999,            0.031273,            0.019622,                   0,                   0,                   0,                   0,                   0,                   0,                   0,           0.0085901,           0.0069669,           0.0069669
                   3,            0.020383,            0.029423,            0.017262,                   0,                   0,                   0,                   0,                   0,                   0,                   0,           0.0062145,           0.0062145,           0.0062145
                   4,            0.017564,             0.02828,            0.016377,                   0,                   0,                   0,                   0,                   0,                   0,                   0,           0.0062145,           0.0062145,           0.0062145
                   5,            0.015312,            0.026993,            0.015334,                   0,                   0,                   0,                   0,                   0,                   0,                   0,           0.0053394,           0.0053394,           0.0053394
                   6,            0.014122,            0.026348,            0.014359,                   0,                   0,                   0,                   0,                   0,                   0,                   0,           0.0044642,           0.0044642,           0.0044642
                   7,            0.012924,            0.025609,            0.013888,                   0,                   0,                   0,                   0,                   0,                   0,                   0,            0.003589,            0.003589,            0.003589
                   8,            0.012055,            0.024778,            0.012837,                   0,                   0,                   0,                   0,                   0,                   0,                   0,           0.0027139,           0.0027139,           0.0027139
                   9,            0.011248,            0.024254,            0.012208,             0.75478,             0.82982,             0.84038,             0.66261,            0.013441,            0.015416,            0.019491,           0.0018387,           0.0018387,           0.0018387
                   0,            0.064297,             0.05728,            0.024144,                   0,                   0,                   0,                   0,                   0,                   0,                   0,            0.060578,           0.0032667,           0.0032667
                   1,            0.042053,            0.041245,            0.023526,                   0,                   0,                   0,                   0,                   0,                   0,                   0,            0.036678,           0.0059259,           0.0059259
                   2,            0.030901,            0.036562,              0.0228,                   0,                   0,                   0,                   0,                   0,                   0,                   0,            0.012123,           0.0079296,           0.0079296
                   3,            0.024652,            0.034946,            0.019134,                   0,                   0,                   0,                   0,                   0,                   0,                   0,           0.0073182,           0.0073182,           0.0073182
                   4,            0.022248,            0.033281,            0.016568,                   0,                   0,                   0,                   0,                   0,                   0,                   0,           0.0073182,           0.0073182,           0.0073182
                   5,            0.019587,            0.031702,            0.015667,                   0,                   0,                   0,                   0,                   0,                   0,                   0,           0.0062876,           0.0062876,           0.0062876
                   6,            0.018071,            0.030905,            0.014775,                   0,                   0,                   0,                   0,                   0,                   0,                   0,           0.0052571,           0.0052571,           0.0052571
                   7,            0.016595,            0.030103,            0.014226,                   0,                   0,                   0,                   0,                   0,                   0,                   0,           0.0042265,           0.0042265,           0.0042265
                   8,             0.01556,            0.029116,            0.013278,                   0,                   0,                   0,                   0,                   0,                   0,                   0,           0.0031959,           0.0031959,           0.0031959
                   9,            0.014338,            0.028674,            0.012757,             0.74155,             0.84466,             0.83982,             0.63337,            0.018664,            0.020075,            0.018498,           0.0021653,           0.0021653,           0.0021653
                   0,            0.052695,            0.049641,            0.028154,                   0,                   0,                   0,                   0,                   0,                   0,                   0,            0.068791,           0.0029494,           0.0029494
                   1,            0.036387,             0.03763,            0.024341,                   0,                   0,                   0,                   0,                   0,                   0,                   0,            0.042921,           0.0053503,           0.0053503
                   2,            0.026044,             0.03374,            0.020234,                   0,                   0,                   0,                   0,                   0,                   0,                   0,            0.016459,           0.0071593,           0.0071593
                   3,            0.018356,            0.033247,            0.019562,                   0,                   0,                   0,                   0,                   0,                   0,                   0,           0.0069667,           0.0069667,           0.0069667
                   4,            0.015341,            0.032119,            0.019249,                   0,                   0,                   0,                   0,                   0,                   0,                   0,           0.0069667,           0.0069667,           0.0069667
                   5,            0.013578,            0.030853,            0.018354,                   0,                   0,                   0,                   0,                   0,                   0,                   0,           0.0059856,           0.0059856,           0.0059856
                   6,            0.012568,            0.029777,            0.017534,                   0,                   0,                   0,                   0,                   0,                   0,                   0,           0.0050045,           0.0050045,           0.0050045
                   7,            0.011772,            0.028826,            0.016771,                   0,                   0,                   0,                   0,                   0,                   0,                   0,           0.0040235,           0.0040235,           0.0040235
                   8,            0.011096,            0.027934,            0.015819,                   0,                   0,                   0,                   0,                   0,                   0,                   0,           0.0030424,           0.0030424,           0.0030424
                   9,            0.010551,            0.027359,            0.015507,              0.7286,             0.86484,             0.85064,              0.6674,            0.012186,            0.016407,            0.020162,           0.0020613,           0.0020613,           0.0020613
                   0,            0.055905,            0.047153,            0.026427,                   0,                   0,                   0,                   0,                   0,                   0,                   0,            0.067341,           0.0029278,           0.0029278
                   1,            0.037541,            0.036544,            0.024685,                   0,                   0,                   0,                   0,                   0,                   0,                   0,            0.039874,           0.0053111,           0.0053111
                   2,            0.028449,            0.031003,            0.020388,                   0,                   0,                   0,                   0,                   0,                   0,                   0,             0.01182,            0.007107,            0.007107
                   3,            0.020741,            0.029637,            0.017839,                   0,                   0,                   0,                   0,                   0,                   0,                   0,            0.006559,            0.006559,            0.006559
                   4,            0.018279,             0.02827,            0.017023,                   0,                   0,                   0,                   0,                   0,                   0,                   0,            0.006559,            0.006559,            0.006559
                   5,            0.015878,            0.026996,            0.015971,                   0,                   0,                   0,                   0,                   0,                   0,                   0,           0.0056353,           0.0056353,           0.0056353
                   6,            0.014464,            0.026303,            0.014893,                   0,                   0,                   0,                   0,                   0,                   0,                   0,           0.0047116,           0.0047116,           0.0047116
                   7,             0.01338,            0.025529,              0.0143,                   0,                   0,                   0,                   0,                   0,                   0,                   0,            0.003788,            0.003788,            0.003788
                   8,            0.012422,            0.024643,            0.013342,                   0,                   0,                   0,                   0,                   0,                   0,                   0,           0.0028643,           0.0028643,           0.0028643
                   9,            0.011658,            0.024246,            0.012546,             0.75206,             0.82384,             0.83262,             0.66075,            0.013361,            0.015477,            0.020422,           0.0019406,           0.0019406,           0.0019406
                   0,            0.060568,            0.041491,             0.01633,                   0,                   0,                   0,                   0,                   0,                   0,                   0,            0.067337,           0.0022666,           0.0022666
                   1,            0.039042,             0.03614,            0.015871,                   0,                   0,                   0,                   0,                   0,                   0,                   0,            0.036432,           0.0041121,           0.0041121
                   2,            0.029881,            0.027235,            0.015759,                   0,                   0,                   0,                   0,                   0,                   0,                   0,           0.0054792,           0.0054792,           0.0054792
                   3,            0.023666,            0.024705,            0.014888,                   0,                   0,                   0,                   0,                   0,                   0,                   0,           0.0054792,           0.0054792,           0.0054792
                   4,            0.020036,            0.023034,            0.012748,                   0,                   0,                   0,                   0,                   0,                   0,                   0,           0.0048038,           0.0048038,           0.0048038
                   5,            0.017924,            0.022012,            0.010961,                   0,                   0,                   0,                   0,                   0,                   0,                   0,           0.0041284,           0.0041284,           0.0041284
                   6,            0.016221,            0.021368,            0.010239,                   0,                   0,                   0,                   0,                   0,                   0,                   0,           0.0034529,           0.0034529,           0.0034529
                   7,            0.015056,            0.020693,           0.0096622,                   0,                   0,                   0,                   0,                   0,                   0,                   0,           0.0027775,           0.0027775,           0.0027775
                   8,             0.01393,            0.020203,           0.0092072,                   0,                   0,                   0,                   0,                   0,                   0,                   0,           0.0021021,           0.0021021,           0.0021021
                   9,            0.012969,            0.019693,           0.0086558,             0.73524,             0.85237,             0.85386,              0.6715,             0.01453,            0.013524,             0.01185,           0.0014267,           0.0014267,           0.0014267
                   0,            0.050155,            0.047486,            0.023871,                   0,                   0,                   0,                   0,                   0,                   0,                   0,            0.068813,            0.002752,            0.002752
                   1,            0.033701,            0.034858,            0.021711,                   0,                   0,                   0,                   0,                   0,                   0,                   0,            0.043005,           0.0049921,           0.0049921
                   2,             0.02481,            0.031742,            0.017577,                   0,                   0,                   0,                   0,                   0,                   0,                   0,            0.016645,           0.0066801,           0.0066801
                   3,            0.017867,            0.030862,             0.01604,                   0,                   0,                   0,                   0,                   0,                   0,                   0,            0.006552,            0.006552,            0.006552
                   4,            0.014871,             0.02965,            0.015613,                   0,                   0,                   0,                   0,                   0,                   0,                   0,            0.006552,            0.006552,            0.006552
                   5,            0.013335,            0.028314,            0.014731,                   0,                   0,                   0,                   0,                   0,                   0,                   0,           0.0056293,           0.0056293,           0.0056293
                   6,             0.01222,            0.027498,            0.014051,                   0,                   0,                   0,                   0,                   0,                   0,                   0,           0.0047066,           0.0047066,           0.0047066
                   7,            0.011457,             0.02677,            0.013411,                   0,                   0,                   0,                   0,                   0,                   0,                   0,           0.0037839,           0.0037839,           0.0037839
                   8,            0.010734,             0.02591,            0.012496,                   0,                   0,                   0,                   0,                   0,                   0,                   0,           0.0028612,           0.0028612,           0.0028612
                   9,            0.010132,             0.02539,            0.012072,             0.74917,             0.85402,             0.85024,             0.66782,            0.012048,            0.015888,            0.017151,           0.0019386,           0.0019386,           0.0019386
                   0,            0.056199,            0.046186,            0.022838,                   0,                   0,                   0,                   0,                   0,                   0,                   0,            0.067499,           0.0026914,           0.0026914
                   1,            0.037139,            0.036798,            0.021849,                   0,                   0,                   0,                   0,                   0,                   0,                   0,            0.040372,           0.0048824,           0.0048824
                   2,            0.028356,            0.030541,            0.019383,                   0,                   0,                   0,                   0,                   0,                   0,                   0,            0.012706,           0.0065337,           0.0065337
                   3,            0.021184,            0.029037,            0.016043,                   0,                   0,                   0,                   0,                   0,                   0,                   0,           0.0061314,           0.0061314,           0.0061314
                   4,            0.018113,            0.027915,            0.015042,                   0,                   0,                   0,                   0,                   0,                   0,                   0,           0.0061314,           0.0061314,           0.0061314
                   5,            0.015635,             0.02657,             0.01411,                   0,                   0,                   0,                   0,                   0,                   0,                   0,           0.0052686,           0.0052686,           0.0052686
                   6,            0.014502,             0.02582,            0.013187,                   0,                   0,                   0,                   0,                   0,                   0,                   0,           0.0044057,           0.0044057,           0.0044057
                   7,            0.013248,             0.02527,            0.012633,                   0,                   0,                   0,                   0,                   0,                   0,                   0,           0.0035428,           0.0035428,           0.0035428
                   8,            0.012408,            0.024389,            0.011825,                   0,                   0,                   0,                   0,                   0,                   0,                   0,             0.00268,             0.00268,             0.00268
                   9,            0.011564,            0.023889,            0.011272,             0.76898,             0.84367,              0.8505,             0.67104,            0.013702,            0.014806,            0.016257,           0.0018171,           0.0018171,           0.0018171
                   0,            0.060695,            0.033098,            0.025413,                   0,                   0,                   0,                   0,                   0,                   0,                   0,             0.07304,           0.0035419,           0.0035419
                   1,            0.036209,            0.027436,            0.024773,                   0,                   0,                   0,                   0,                   0,                   0,                   0,            0.041174,            0.006425,            0.006425
                   2,            0.027317,            0.021674,            0.024078,                   0,                   0,                   0,                   0,                   0,                   0,                   0,           0.0085977,           0.0085977,           0.0085977
                   3,            0.023188,            0.020125,            0.019831,                   0,                   0,                   0,                   0,                   0,                   0,                   0,           0.0085977,           0.0085977,           0.0085977
                   4,            0.019754,            0.019503,            0.017486,                   0,                   0,                   0,                   0,                   0,                   0,                   0,           0.0075365,           0.0075365,           0.0075365
                   5,            0.018009,            0.018921,            0.016818,                   0,                   0,                   0,                   0,                   0,                   0,                   0,           0.0064753,           0.0064753,           0.0064753
                   6,            0.016807,            0.018258,             0.01567,                   0,                   0,                   0,                   0,                   0,                   0,                   0,           0.0054141,           0.0054141,           0.0054141
                   7,            0.015707,             0.01768,            0.015129,                   0,                   0,                   0,                   0,                   0,                   0,                   0,            0.004353,            0.004353,            0.004353
                   8,            0.014888,            0.017303,            0.014295,                   0,                   0,                   0,                   0,                   0,                   0,                   0,           0.0032918,           0.0032918,           0.0032918
                   9,            0.014112,            0.016737,            0.013436,             0.74293,             0.85027,             0.83566,             0.66352,            0.016643,            0.010871,              0.0179,           0.0022306,           0.0022306,           0.0022306
                   0,            0.063316,            0.035588,            0.025516,                   0,                   0,                   0,                   0,                   0,                   0,                   0,            0.071159,           0.0035092,           0.0035092
                   1,            0.038595,            0.030315,            0.024707,                   0,                   0,                   0,                   0,                   0,                   0,                   0,            0.038062,           0.0063659,           0.0063659
                   2,            0.028819,            0.023529,             0.02297,                   0,                   0,                   0,                   0,                   0,                   0,                   0,           0.0081811,           0.0081811,           0.0081811
                   3,            0.023764,            0.021676,            0.018777,                   0,                   0,                   0,                   0,                   0,                   0,                   0,           0.0081811,           0.0081811,           0.0081811
                   4,            0.019987,            0.020631,            0.017176,                   0,                   0,                   0,                   0,                   0,                   0,                   0,           0.0071717,           0.0071717,           0.0071717
                   5,            0.017792,            0.019719,            0.016122,                   0,                   0,                   0,                   0,                   0,                   0,                   0,           0.0061623,           0.0061623,           0.0061623
                   6,            0.016861,            0.019114,            0.015232,                   0,                   0,                   0,                   0,                   0,                   0,                   0,           0.0051528,           0.0051528,           0.0051528
                   7,            0.015566,            0.018532,            0.014369,                   0,                   0,                   0,                   0,                   0,                   0,                   0,           0.0041434,           0.0041434,           0.0041434
                   8,            0.014689,            0.018051,            0.013635,                   0,                   0,                   0,                   0,                   0,                   0,                   0,            0.003134,            0.003134,            0.003134
                   9,            0.014108,            0.017705,            0.012895,             0.74168,             0.84828,              0.8351,             0.66283,            0.016364,            0.011153,            0.018977,           0.0021245,           0.0021245,           0.0021245
                   0,              0.0751,            0.033889,            0.026173,                   0,                   0,                   0,                   0,                   0,                   0,                   0,            0.064494,           0.0038838,           0.0038838
                   1,            0.048631,            0.028335,             0.02427,                   0,                   0,                   0,                   0,                   0,                   0,                   0,            0.034277,           0.0070462,           0.0070462
                   2,            0.034864,            0.024534,            0.020433,                   0,                   0,                   0,                   0,                   0,                   0,                   0,           0.0088487,           0.0088487,           0.0088487
