               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                   4,            0.020674,            0.031173,            0.018218,                   0,                   0,                   0,                   0,                   0,                   0,                   0,           0.0068191,           0.0068191,           0.0068191
                   5,            0.018385,            0.029532,            0.017061,                   0,                   0,                   0,                   0,                   0,                   0,                   0,           0.0058588,           0.0058588,           0.0058588
                   6,            0.016726,            0.028652,            0.016032,                   0,                   0,                   0,                   0,                   0,                   0,                   0,           0.0048985,           0.0048985,           0.0048985
                   7,            0.015168,            0.027544,            0.015456,                   0,                   0,                   0,                   0,                   0,                   0,                   0,           0.0039382,           0.0039382,           0.0039382
                   8,              0.0144,            0.026974,            0.014514,                   0,                   0,                   0,                   0,                   0,                   0,                   0,           0.0029779,           0.0029779,           0.0029779
                   9,            0.013506,            0.026369,            0.013688,             0.74956,             0.83863,             0.84319,             0.66104,             0.01561,            0.016867,            0.020505,           0.0020176,           0.0020176,           0.0020176
                   0,            0.053077,            0.041357,             0.03365,                   0,                   0,                   0,                   0,                   0,                   0,                   0,            0.045446,           0.0027985,           0.0027985
                   1,            0.037962,            0.031633,            0.025529,                   0,                   0,                   0,                   0,                   0,                   0,                   0,              0.0264,           0.0050764,           0.0050764
                   2,            0.027366,            0.029517,            0.022973,                   0,                   0,                   0,                   0,                   0,                   0,                   0,           0.0067929,           0.0067929,           0.0067929
                   3,             0.02077,            0.028306,            0.022258,                   0,                   0,                   0,                   0,                   0,                   0,                   0,           0.0067929,           0.0067929,           0.0067929
                   4,            0.016879,            0.026623,            0.020705,                   0,                   0,                   0,                   0,                   0,                   0,                   0,           0.0059544,           0.0059544,           0.0059544
                   5,            0.015293,            0.025965,            0.019583,                   0,                   0,                   0,                   0,                   0,                   0,                   0,           0.0051159,           0.0051159,           0.0051159
                   6,            0.013542,            0.024906,            0.018484,                   0,                   0,                   0,                   0,                   0,                   0,                   0,           0.0042774,           0.0042774,           0.0042774
                   7,            0.012526,            0.024285,            0.016881,                   0,                   0,                   0,                   0,                   0,                   0,                   0,           0.0034388,           0.0034388,           0.0034388
                   8,            0.011483,            0.024043,            0.015726,                   0,                   0,                   0,                   0,                   0,                   0,                   0,           0.0026003,           0.0026003,           0.0026003
                   9,            0.010656,             0.02333,            0.014878,              0.7364,              0.8527,             0.83289,             0.65037,            0.013152,            0.015682,            0.027493,           0.0017618,           0.0017618,           0.0017618
                   0,            0.062475,            0.035098,            0.026833,                   0,                   0,                   0,                   0,                   0,                   0,                   0,            0.068077,           0.0035211,           0.0035211
                   1,            0.038339,            0.030464,            0.025171,                   0,                   0,                   0,                   0,                   0,                   0,                   0,            0.035391,           0.0063874,           0.0063874
                   2,            0.029587,            0.023585,            0.020675,                   0,                   0,                   0,                   0,                   0,                   0,                   0,           0.0080201,           0.0080201,           0.0080201
                   3,            0.022805,            0.021403,             0.01836,                   0,                   0,                   0,                   0,                   0,                   0,                   0,           0.0080201,           0.0080201,           0.0080201
                   4,            0.018936,            0.020367,            0.017328,                   0,                   0,                   0,                   0,                   0,                   0,                   0,           0.0070302,           0.0070302,           0.0070302
                   5,            0.017132,             0.01936,            0.016297,                   0,                   0,                   0,                   0,                   0,                   0,                   0,           0.0060403,           0.0060403,           0.0060403
                   6,              0.0163,            0.018849,            0.015393,                   0,                   0,                   0,                   0,                   0,                   0,                   0,           0.0050504,           0.0050504,           0.0050504
                   7,            0.014991,            0.018327,            0.014684,                   0,                   0,                   0,                   0,                   0,                   0,                   0,           0.0040604,           0.0040604,           0.0040604
                   8,              0.0141,            0.017694,             0.01391,                   0,                   0,                   0,                   0,                   0,                   0,                   0,           0.0030705,           0.0030705,           0.0030705
                   9,             0.01338,            0.017286,            0.013093,             0.77167,             0.83427,               0.843,             0.66205,            0.016689,            0.011608,             0.01915,           0.0020806,           0.0020806,           0.0020806
                   0,            0.066979,            0.032441,            0.025193,                   0,                   0,                   0,                   0,                   0,                   0,                   0,            0.069981,            0.002934,            0.002934
                   1,            0.039971,            0.029657,            0.023983,                   0,                   0,                   0,                   0,                   0,                   0,                   0,             0.03623,           0.0053224,           0.0053224
                   2,             0.02957,            0.022321,            0.021063,                   0,                   0,                   0,                   0,                   0,                   0,                   0,           0.0067769,           0.0067769,           0.0067769
                   3,              0.0229,             0.02016,            0.017735,                   0,                   0,                   0,                   0,                   0,                   0,                   0,           0.0067769,           0.0067769,           0.0067769
                   4,              0.0188,            0.019372,            0.016702,                   0,                   0,                   0,                   0,                   0,                   0,                   0,           0.0059403,           0.0059403,           0.0059403
                   5,            0.017327,            0.018522,            0.015983,                   0,                   0,                   0,                   0,                   0,                   0,                   0,           0.0051038,           0.0051038,           0.0051038
                   6,             0.01627,            0.017976,            0.015143,                   0,                   0,                   0,                   0,                   0,                   0,                   0,           0.0042672,           0.0042672,           0.0042672
                   7,            0.015264,            0.017428,            0.014614,                   0,                   0,                   0,                   0,                   0,                   0,                   0,           0.0034307,           0.0034307,           0.0034307
                   8,             0.01454,            0.016885,            0.013696,                   0,                   0,                   0,                   0,                   0,                   0,                   0,           0.0025942,           0.0025942,           0.0025942
                   9,            0.013946,            0.016596,            0.013183,             0.71358,              0.8424,             0.82557,             0.65173,            0.017449,            0.010881,            0.022262,           0.0017576,           0.0017576,           0.0017576
                   0,            0.049216,             0.02954,            0.024109,                   0,                   0,                   0,                   0,                   0,                   0,                   0,            0.076274,           0.0031563,           0.0031563
                   1,            0.026512,              0.0264,            0.023334,                   0,                   0,                   0,                   0,                   0,                   0,                   0,            0.039432,           0.0057255,           0.0057255
                   2,            0.022244,            0.019168,            0.023335,                   0,                   0,                   0,                   0,                   0,                   0,                   0,           0.0072903,           0.0072903,           0.0072903
                   3,            0.018877,            0.016406,            0.023269,                   0,                   0,                   0,                   0,                   0,                   0,                   0,           0.0072903,           0.0072903,           0.0072903
                   4,            0.016544,            0.015412,            0.023019,                   0,                   0,                   0,                   0,                   0,                   0,                   0,           0.0063904,           0.0063904,           0.0063904
                   5,            0.016128,            0.014897,            0.020467,                   0,                   0,                   0,                   0,                   0,                   0,                   0,           0.0054905,           0.0054905,           0.0054905
                   6,            0.015457,            0.014719,            0.016693,                   0,                   0,                   0,                   0,                   0,                   0,                   0,           0.0045906,           0.0045906,           0.0045906
                   7,            0.014294,            0.014517,            0.015207,                   0,                   0,                   0,                   0,                   0,                   0,                   0,           0.0036908,           0.0036908,           0.0036908
                   8,            0.013509,            0.014178,            0.014393,                   0,                   0,                   0,                   0,                   0,                   0,                   0,           0.0027909,           0.0027909,           0.0027909
                   9,            0.012707,             0.01381,            0.013631,             0.73602,             0.84804,             0.82691,              0.6504,            0.014227,            0.010494,            0.016995,            0.001891,            0.001891,            0.001891
                   0,            0.075477,            0.038623,            0.025662,                   0,                   0,                   0,                   0,                   0,                   0,                   0,            0.087307,            0.002907,            0.002907
                   1,            0.053172,            0.030528,            0.022877,                   0,                   0,                   0,                   0,                   0,                   0,                   0,            0.054622,           0.0052733,           0.0052733
                   2,            0.040293,            0.026431,            0.019172,                   0,                   0,                   0,                   0,                   0,                   0,                   0,            0.021354,           0.0070564,           0.0070564
                   3,            0.025695,            0.025261,            0.017679,                   0,                   0,                   0,                   0,                   0,                   0,                   0,             0.00703,             0.00703,             0.00703
                   4,            0.022582,             0.02429,            0.016925,                   0,                   0,                   0,                   0,                   0,                   0,                   0,             0.00703,             0.00703,             0.00703
                   5,             0.02013,            0.023193,            0.015835,                   0,                   0,                   0,                   0,                   0,                   0,                   0,             0.00604,             0.00604,             0.00604
                   6,            0.018162,            0.022326,            0.014915,                   0,                   0,                   0,                   0,                   0,                   0,                   0,             0.00505,             0.00505,             0.00505
                   7,             0.01697,            0.021733,            0.013876,                   0,                   0,                   0,                   0,                   0,                   0,                   0,             0.00406,             0.00406,             0.00406
                   8,            0.015727,            0.021225,            0.013162,                   0,                   0,                   0,                   0,                   0,                   0,                   0,             0.00307,             0.00307,             0.00307
                   9,             0.01467,            0.020634,             0.01229,             0.76757,             0.83691,             0.83815,             0.64785,            0.018101,            0.013865,             0.01986,             0.00208,             0.00208,             0.00208
                   0,             0.06477,            0.051831,            0.028002,                   0,                   0,                   0,                   0,                   0,                   0,                   0,            0.070611,           0.0031487,           0.0031487
                   1,            0.043872,            0.041407,             0.02616,                   0,                   0,                   0,                   0,                   0,                   0,                   0,            0.039443,           0.0057117,           0.0057117
                   2,            0.033598,            0.034538,            0.021984,                   0,                   0,                   0,                   0,                   0,                   0,                   0,           0.0076431,           0.0076431,           0.0076431
                   3,            0.024733,            0.032923,            0.019417,                   0,                   0,                   0,                   0,                   0,                   0,                   0,           0.0076431,           0.0076431,           0.0076431
                   4,            0.020688,            0.030772,            0.017731,                   0,                   0,                   0,                   0,                   0,                   0,                   0,           0.0066996,           0.0066996,           0.0066996
                   5,            0.018282,            0.029504,             0.01671,                   0,                   0,                   0,                   0,                   0,                   0,                   0,           0.0057561,           0.0057561,           0.0057561
                   6,             0.01632,            0.028557,             0.01596,                   0,                   0,                   0,                   0,                   0,                   0,                   0,           0.0048126,           0.0048126,           0.0048126
                   7,            0.015205,            0.027624,            0.015256,                   0,                   0,                   0,                   0,                   0,                   0,                   0,           0.0038692,           0.0038692,           0.0038692
                   8,            0.014178,             0.02675,             0.01424,                   0,                   0,                   0,                   0,                   0,                   0,                   0,           0.0029257,           0.0029257,           0.0029257
                   9,            0.013293,            0.026034,            0.013484,             0.73028,             0.85011,              0.8325,              0.6549,            0.015196,            0.016918,            0.023524,           0.0019822,           0.0019822,           0.0019822
                   0,            0.068376,            0.043108,            0.020209,                   0,                   0,                   0,                   0,                   0,                   0,                   0,            0.071397,           0.0043401,           0.0043401
                   1,            0.047586,            0.032986,            0.018526,                   0,                   0,                   0,                   0,                   0,                   0,                   0,            0.033157,           0.0078737,           0.0078737
                   2,            0.032195,            0.029628,            0.015674,                   0,                   0,                   0,                   0,                   0,                   0,                   0,           0.0091447,           0.0091447,           0.0091447
                   3,            0.025521,            0.027576,            0.013811,                   0,                   0,                   0,                   0,                   0,                   0,                   0,           0.0091447,           0.0091447,           0.0091447
                   4,            0.022056,             0.02633,            0.012867,                   0,                   0,                   0,                   0,                   0,                   0,                   0,           0.0080171,           0.0080171,           0.0080171
                   5,            0.019756,            0.024905,            0.012171,                   0,                   0,                   0,                   0,                   0,                   0,                   0,           0.0068894,           0.0068894,           0.0068894
                   6,             0.01746,             0.02422,            0.011514,                   0,                   0,                   0,                   0,                   0,                   0,                   0,           0.0057618,           0.0057618,           0.0057618
                   7,            0.016303,            0.023676,            0.011022,                   0,                   0,                   0,                   0,                   0,                   0,                   0,           0.0046341,           0.0046341,           0.0046341
                   8,            0.014983,            0.022941,            0.010267,                   0,                   0,                   0,                   0,                   0,                   0,                   0,           0.0035065,           0.0035065,           0.0035065
                   9,            0.014084,            0.022542,           0.0096504,              0.6995,               0.839,             0.81954,             0.65353,            0.015984,            0.015806,            0.021698,           0.0023789,           0.0023789,           0.0023789
                   0,            0.072709,            0.049782,            0.037188,                   0,                   0,                   0,                   0,                   0,                   0,                   0,            0.071109,           0.0037174,           0.0037174
                   1,            0.049249,            0.039703,            0.034117,                   0,                   0,                   0,                   0,                   0,                   0,                   0,            0.041092,           0.0067444,           0.0067444
                   2,             0.03964,            0.034089,            0.028565,                   0,                   0,                   0,                   0,                   0,                   0,                   0,            0.010331,           0.0090266,           0.0090266
                   3,            0.031626,            0.031713,            0.025216,                   0,                   0,                   0,                   0,                   0,                   0,                   0,           0.0080189,           0.0080189,           0.0080189
                   4,            0.029202,            0.030761,            0.024033,                   0,                   0,                   0,                   0,                   0,                   0,                   0,           0.0080189,           0.0080189,           0.0080189
                   5,            0.025517,            0.029558,             0.02261,                   0,                   0,                   0,                   0,                   0,                   0,                   0,           0.0068918,           0.0068918,           0.0068918
                   6,            0.023406,            0.028331,            0.020833,                   0,                   0,                   0,                   0,                   0,                   0,                   0,           0.0057648,           0.0057648,           0.0057648
                   7,            0.020983,            0.027766,            0.019804,                   0,                   0,                   0,                   0,                   0,                   0,                   0,           0.0046377,           0.0046377,           0.0046377
                   8,            0.019277,            0.026743,            0.018386,                   0,                   0,                   0,                   0,                   0,                   0,                   0,           0.0035107,           0.0035107,           0.0035107
                   9,            0.017614,            0.026268,            0.017155,             0.76012,             0.84703,             0.83262,             0.65253,            0.019386,            0.016875,            0.028155,           0.0023836,           0.0023836,           0.0023836
                   0,             0.07235,            0.049812,            0.037836,                   0,                   0,                   0,                   0,                   0,                   0,                   0,            0.071436,           0.0037013,           0.0037013
                   1,            0.050186,            0.039485,             0.03478,                   0,                   0,                   0,                   0,                   0,                   0,                   0,            0.041451,           0.0067151,           0.0067151
                   2,             0.03979,            0.033612,            0.029278,                   0,                   0,                   0,                   0,                   0,                   0,                   0,            0.010724,           0.0089873,           0.0089873
                   3,            0.031512,            0.031635,            0.025483,                   0,                   0,                   0,                   0,                   0,                   0,                   0,           0.0080185,           0.0080185,           0.0080185
                   4,            0.028781,            0.030373,            0.024051,                   0,                   0,                   0,                   0,                   0,                   0,                   0,           0.0080185,           0.0080185,           0.0080185
                   5,            0.025067,            0.028929,            0.022355,                   0,                   0,                   0,                   0,                   0,                   0,                   0,           0.0068913,           0.0068913,           0.0068913
                   6,            0.023086,            0.027915,            0.020855,                   0,                   0,                   0,                   0,                   0,                   0,                   0,           0.0057642,           0.0057642,           0.0057642
                   7,            0.020848,            0.027439,             0.01992,                   0,                   0,                   0,                   0,                   0,                   0,                   0,            0.004637,            0.004637,            0.004637
                   8,            0.019118,            0.026396,            0.018535,                   0,                   0,                   0,                   0,                   0,                   0,                   0,           0.0035099,           0.0035099,           0.0035099
                   9,            0.017576,            0.026015,            0.017378,             0.75397,             0.84439,             0.83856,             0.66382,            0.019973,            0.016279,            0.029131,           0.0023827,           0.0023827,           0.0023827
                   0,            0.064545,            0.051376,            0.029115,                   0,                   0,                   0,                   0,                   0,                   0,                   0,            0.067391,           0.0033281,           0.0033281
                   1,            0.044209,             0.04053,            0.026451,                   0,                   0,                   0,                   0,                   0,                   0,                   0,            0.037424,           0.0060374,           0.0060374
                   2,            0.032814,            0.034327,            0.021677,                   0,                   0,                   0,                   0,                   0,                   0,                   0,           0.0079722,           0.0079722,           0.0079722
                   3,            0.024435,            0.032595,            0.019917,                   0,                   0,                   0,                   0,                   0,                   0,                   0,           0.0079722,           0.0079722,           0.0079722
                   4,            0.019905,            0.030527,            0.018575,                   0,                   0,                   0,                   0,                   0,                   0,                   0,           0.0069882,           0.0069882,           0.0069882
                   5,            0.017937,            0.029498,            0.017328,                   0,                   0,                   0,                   0,                   0,                   0,                   0,           0.0060043,           0.0060043,           0.0060043
                   6,            0.016142,            0.028489,            0.016631,                   0,                   0,                   0,                   0,                   0,                   0,                   0,           0.0050204,           0.0050204,           0.0050204
                   7,             0.01501,            0.027624,            0.015668,                   0,                   0,                   0,                   0,                   0,                   0,                   0,           0.0040365,           0.0040365,           0.0040365
                   8,            0.014201,            0.026807,            0.014769,                   0,                   0,                   0,                   0,                   0,                   0,                   0,           0.0030526,           0.0030526,           0.0030526
                   9,            0.013123,            0.025914,            0.014007,             0.75654,             0.83822,             0.84037,             0.66313,            0.015288,            0.016682,             0.02174,           0.0020686,           0.0020686,           0.0020686
                   0,            0.066441,            0.058884,            0.033265,                   0,                   0,                   0,                   0,                   0,                   0,                   0,             0.07341,           0.0035433,           0.0035433
                   1,            0.045825,            0.046545,            0.031132,                   0,                   0,                   0,                   0,                   0,                   0,                   0,            0.040896,           0.0064283,           0.0064283
                   2,            0.034499,            0.040077,            0.026697,                   0,                   0,                   0,                   0,                   0,                   0,                   0,            0.008527,            0.008527,            0.008527
                   3,            0.025072,            0.037644,            0.023051,                   0,                   0,                   0,                   0,                   0,                   0,                   0,            0.008527,            0.008527,            0.008527
                   4,            0.020365,            0.035131,            0.021143,                   0,                   0,                   0,                   0,                   0,                   0,                   0,           0.0074756,           0.0074756,           0.0074756
                   5,            0.018185,            0.033981,            0.020325,                   0,                   0,                   0,                   0,                   0,                   0,                   0,           0.0064241,           0.0064241,           0.0064241
                   6,              0.0164,            0.032872,            0.019316,                   0,                   0,                   0,                   0,                   0,                   0,                   0,           0.0053726,           0.0053726,           0.0053726
                   7,            0.014884,            0.031715,             0.01849,                   0,                   0,                   0,                   0,                   0,                   0,                   0,           0.0043211,           0.0043211,           0.0043211
                   8,            0.014208,            0.030923,            0.017055,                   0,                   0,                   0,                   0,                   0,                   0,                   0,           0.0032697,           0.0032697,           0.0032697
                   9,            0.013243,            0.030285,            0.016579,             0.75209,             0.85156,             0.83931,              0.6579,            0.015267,            0.018761,            0.024848,           0.0022182,           0.0022182,           0.0022182
                   0,            0.054827,             0.04877,            0.028476,                   0,                   0,                   0,                   0,                   0,                   0,                   0,            0.066625,           0.0031114,           0.0031114
                   1,            0.038891,            0.039073,            0.022964,                   0,                   0,                   0,                   0,                   0,                   0,                   0,            0.041416,           0.0056442,           0.0056442
                   2,            0.027925,            0.037507,            0.020194,                   0,                   0,                   0,                   0,                   0,                   0,                   0,            0.015583,           0.0075527,           0.0075527
                   3,            0.019304,            0.037009,            0.020286,                   0,                   0,                   0,                   0,                   0,                   0,                   0,            0.007262,            0.007262,            0.007262
                   4,              0.0152,            0.035885,             0.01997,                   0,                   0,                   0,                   0,                   0,                   0,                   0,            0.007262,            0.007262,            0.007262
                   5,            0.013246,            0.034377,            0.019319,                   0,                   0,                   0,                   0,                   0,                   0,                   0,           0.0062393,           0.0062393,           0.0062393
                   6,            0.012095,            0.032998,            0.018447,                   0,                   0,                   0,                   0,                   0,                   0,                   0,           0.0052167,           0.0052167,           0.0052167
                   7,            0.011484,            0.032138,            0.017326,                   0,                   0,                   0,                   0,                   0,                   0,                   0,            0.004194,            0.004194,            0.004194
                   8,            0.010837,            0.031356,            0.016592,                   0,                   0,                   0,                   0,                   0,                   0,                   0,           0.0031713,           0.0031713,           0.0031713
                   9,            0.010337,            0.030559,            0.016149,             0.70496,             0.85051,             0.81686,             0.62548,            0.011661,            0.019088,            0.023117,           0.0021486,           0.0021486,           0.0021486
                   0,            0.060834,            0.053776,            0.029746,                   0,                   0,                   0,                   0,                   0,                   0,                   0,            0.067899,           0.0032697,           0.0032697
                   1,            0.041455,            0.039556,            0.025934,                   0,                   0,                   0,                   0,                   0,                   0,                   0,            0.038457,           0.0059313,           0.0059313
