               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                   1,            0.059361,            0.023992,            0.025203,                   0,                   0,                   0,                   0,                   0,                   0,                   0,            0.036949,           0.0077177,           0.0077177
                   2,             0.05081,            0.021769,            0.024454,                   0,                   0,                   0,                   0,                   0,                   0,                   0,            0.022985,            0.010333,            0.010333
                   3,            0.042484,            0.020145,            0.023338,                   0,                   0,                   0,                   0,                   0,                   0,                   0,             0.01138,             0.01138,             0.01138
                   4,            0.038804,            0.018596,            0.020805,                   0,                   0,                   0,                   0,                   0,                   0,                   0,             0.01138,             0.01138,             0.01138
                   5,            0.034792,            0.016979,            0.018384,                   0,                   0,                   0,                   0,                   0,                   0,                   0,           0.0097862,           0.0097862,           0.0097862
                   6,            0.030067,             0.01593,            0.016752,                   0,                   0,                   0,                   0,                   0,                   0,                   0,           0.0081928,           0.0081928,           0.0081928
                   7,            0.027599,            0.015147,            0.015846,                   0,                   0,                   0,                   0,                   0,                   0,                   0,           0.0065994,           0.0065994,           0.0065994
                   8,              0.0241,            0.014595,            0.015067,                   0,                   0,                   0,                   0,                   0,                   0,                   0,           0.0050059,           0.0050059,           0.0050059
                   9,            0.022093,            0.014235,            0.013947,             0.66741,             0.85603,             0.79321,             0.57658,            0.026188,            0.012655,            0.024055,           0.0034125,           0.0034125,           0.0034125
                   0,            0.068383,            0.033692,            0.027442,                   0,                   0,                   0,                   0,                   0,                   0,                   0,            0.049983,           0.0042536,           0.0042536
                   1,            0.045715,            0.027565,            0.026143,                   0,                   0,                   0,                   0,                   0,                   0,                   0,            0.036495,           0.0077192,           0.0077192
                   2,            0.039406,            0.023235,            0.022804,                   0,                   0,                   0,                   0,                   0,                   0,                   0,            0.022157,            0.010335,            0.010335
                   3,            0.031719,            0.021627,            0.019502,                   0,                   0,                   0,                   0,                   0,                   0,                   0,            0.011181,            0.011181,            0.011181
                   4,            0.028608,             0.02083,            0.018606,                   0,                   0,                   0,                   0,                   0,                   0,                   0,            0.011181,            0.011181,            0.011181
                   5,            0.025273,             0.02013,              0.0173,                   0,                   0,                   0,                   0,                   0,                   0,                   0,           0.0096151,           0.0096151,           0.0096151
                   6,            0.022472,            0.019097,            0.016314,                   0,                   0,                   0,                   0,                   0,                   0,                   0,           0.0080489,           0.0080489,           0.0080489
                   7,            0.020191,            0.018691,            0.015054,                   0,                   0,                   0,                   0,                   0,                   0,                   0,           0.0064826,           0.0064826,           0.0064826
                   8,            0.018842,              0.0185,            0.014132,                   0,                   0,                   0,                   0,                   0,                   0,                   0,           0.0049164,           0.0049164,           0.0049164
                   9,            0.017377,            0.017851,            0.012947,             0.75754,             0.84874,             0.84842,             0.66122,             0.01949,            0.012464,            0.019971,           0.0033502,           0.0033502,           0.0033502
                   0,            0.059954,            0.024553,             0.02702,                   0,                   0,                   0,                   0,                   0,                   0,                   0,            0.046934,           0.0069679,           0.0069679
                   1,            0.040527,            0.022049,             0.02597,                   0,                   0,                   0,                   0,                   0,                   0,                   0,            0.030111,            0.012645,            0.012645
                   2,            0.035014,             0.01999,            0.025129,                   0,                   0,                   0,                   0,                   0,                   0,                   0,             0.01566,             0.01566,             0.01566
                   3,            0.032423,             0.01839,            0.022792,                   0,                   0,                   0,                   0,                   0,                   0,                   0,             0.01566,             0.01566,             0.01566
                   4,            0.029073,            0.016553,             0.01957,                   0,                   0,                   0,                   0,                   0,                   0,                   0,            0.013735,            0.013735,            0.013735
                   5,            0.026005,            0.015492,            0.018289,                   0,                   0,                   0,                   0,                   0,                   0,                   0,             0.01181,             0.01181,             0.01181
                   6,             0.02298,            0.014716,            0.017237,                   0,                   0,                   0,                   0,                   0,                   0,                   0,           0.0098856,           0.0098856,           0.0098856
                   7,            0.020706,             0.01421,            0.016355,                   0,                   0,                   0,                   0,                   0,                   0,                   0,           0.0079607,           0.0079607,           0.0079607
                   8,            0.018586,            0.013818,            0.015306,                   0,                   0,                   0,                   0,                   0,                   0,                   0,           0.0060359,           0.0060359,           0.0060359
                   9,            0.016917,            0.013444,             0.01465,             0.73265,             0.82855,             0.81555,             0.57771,            0.020474,            0.013498,             0.01972,            0.004111,            0.004111,            0.004111
                   0,             0.06245,            0.029894,            0.032059,                   0,                   0,                   0,                   0,                   0,                   0,                   0,            0.046989,           0.0049672,           0.0049672
                   1,            0.041971,            0.025357,            0.025568,                   0,                   0,                   0,                   0,                   0,                   0,                   0,            0.032138,           0.0090136,           0.0090136
                   2,            0.036573,            0.021344,             0.02287,                   0,                   0,                   0,                   0,                   0,                   0,                   0,            0.016293,            0.012066,            0.012066
                   3,            0.029414,            0.019831,              0.0215,                   0,                   0,                   0,                   0,                   0,                   0,                   0,            0.011375,            0.011375,            0.011375
                   4,            0.027171,             0.01876,            0.020352,                   0,                   0,                   0,                   0,                   0,                   0,                   0,            0.011375,            0.011375,            0.011375
                   5,            0.024205,            0.018142,            0.019185,                   0,                   0,                   0,                   0,                   0,                   0,                   0,           0.0097803,           0.0097803,           0.0097803
                   6,            0.021067,            0.017336,            0.018047,                   0,                   0,                   0,                   0,                   0,                   0,                   0,           0.0081854,           0.0081854,           0.0081854
                   7,            0.019199,            0.016771,            0.016882,                   0,                   0,                   0,                   0,                   0,                   0,                   0,           0.0065904,           0.0065904,           0.0065904
                   8,            0.017274,            0.016686,            0.015682,                   0,                   0,                   0,                   0,                   0,                   0,                   0,           0.0049955,           0.0049955,           0.0049955
                   9,            0.015902,            0.016105,             0.01439,             0.67382,             0.84015,              0.7986,             0.61573,             0.01824,             0.01218,            0.036115,           0.0034006,           0.0034006,           0.0034006
                   0,            0.072035,            0.033622,            0.026634,                   0,                   0,                   0,                   0,                   0,                   0,                   0,            0.050062,           0.0042526,           0.0042526
                   1,            0.047689,            0.027439,            0.025411,                   0,                   0,                   0,                   0,                   0,                   0,                   0,             0.03695,           0.0077189,           0.0077189
                   2,            0.041036,            0.023167,            0.022929,                   0,                   0,                   0,                   0,                   0,                   0,                   0,            0.022989,            0.010336,            0.010336
                   3,             0.03334,            0.021824,            0.019824,                   0,                   0,                   0,                   0,                   0,                   0,                   0,            0.011386,            0.011386,            0.011386
                   4,            0.029698,            0.020773,            0.018142,                   0,                   0,                   0,                   0,                   0,                   0,                   0,            0.011386,            0.011386,            0.011386
                   5,            0.026562,            0.020137,            0.016922,                   0,                   0,                   0,                   0,                   0,                   0,                   0,            0.009795,            0.009795,            0.009795
                   6,            0.023576,            0.019375,            0.015785,                   0,                   0,                   0,                   0,                   0,                   0,                   0,           0.0082038,           0.0082038,           0.0082038
                   7,            0.021071,            0.018697,             0.01468,                   0,                   0,                   0,                   0,                   0,                   0,                   0,           0.0066125,           0.0066125,           0.0066125
                   8,            0.019639,            0.018525,            0.013839,                   0,                   0,                   0,                   0,                   0,                   0,                   0,           0.0050213,           0.0050213,           0.0050213
                   9,            0.017556,            0.017864,            0.012939,             0.72867,             0.82609,             0.81977,             0.63318,            0.019683,            0.012547,            0.018994,           0.0034301,           0.0034301,           0.0034301
                   0,             0.06566,            0.027366,            0.027747,                   0,                   0,                   0,                   0,                   0,                   0,                   0,            0.055183,           0.0050899,           0.0050899
                   1,            0.044581,            0.024435,            0.025012,                   0,                   0,                   0,                   0,                   0,                   0,                   0,            0.037945,           0.0092395,           0.0092395
                   2,            0.038753,            0.020706,            0.021504,                   0,                   0,                   0,                   0,                   0,                   0,                   0,            0.019691,            0.012374,            0.012374
                   3,            0.031908,            0.019078,            0.019035,                   0,                   0,                   0,                   0,                   0,                   0,                   0,            0.012102,            0.012102,            0.012102
                   4,            0.027674,            0.017576,            0.017469,                   0,                   0,                   0,                   0,                   0,                   0,                   0,            0.012102,            0.012102,            0.012102
                   5,            0.023948,            0.016482,            0.016708,                   0,                   0,                   0,                   0,                   0,                   0,                   0,            0.010413,            0.010413,            0.010413
                   6,            0.021229,            0.015927,            0.015297,                   0,                   0,                   0,                   0,                   0,                   0,                   0,           0.0087236,           0.0087236,           0.0087236
                   7,            0.019428,            0.015393,            0.014416,                   0,                   0,                   0,                   0,                   0,                   0,                   0,           0.0070343,           0.0070343,           0.0070343
                   8,            0.017441,            0.015031,            0.013208,                   0,                   0,                   0,                   0,                   0,                   0,                   0,            0.005345,            0.005345,            0.005345
                   9,            0.015734,            0.014635,            0.012494,             0.74734,             0.84933,             0.83879,              0.6431,            0.018488,            0.011465,            0.019102,           0.0036557,           0.0036557,           0.0036557
                   0,            0.064702,            0.030439,            0.025216,                   0,                   0,                   0,                   0,                   0,                   0,                   0,            0.051392,           0.0042379,           0.0042379
                   1,            0.043866,             0.02526,            0.023229,                   0,                   0,                   0,                   0,                   0,                   0,                   0,            0.038099,           0.0076911,           0.0076911
                   2,            0.037069,            0.021166,            0.019645,                   0,                   0,                   0,                   0,                   0,                   0,                   0,            0.023959,            0.010298,            0.010298
                   3,            0.030555,            0.019748,            0.017345,                   0,                   0,                   0,                   0,                   0,                   0,                   0,              0.0115,              0.0115,              0.0115
                   4,            0.027393,            0.018806,             0.01678,                   0,                   0,                   0,                   0,                   0,                   0,                   0,              0.0115,              0.0115,              0.0115
                   5,            0.024286,            0.018095,            0.015515,                   0,                   0,                   0,                   0,                   0,                   0,                   0,           0.0098903,           0.0098903,           0.0098903
                   6,            0.021611,            0.017263,            0.014541,                   0,                   0,                   0,                   0,                   0,                   0,                   0,           0.0082804,           0.0082804,           0.0082804
                   7,            0.019186,            0.016833,            0.013565,                   0,                   0,                   0,                   0,                   0,                   0,                   0,           0.0066704,           0.0066704,           0.0066704
                   8,              0.0177,            0.016599,            0.012739,                   0,                   0,                   0,                   0,                   0,                   0,                   0,           0.0050605,           0.0050605,           0.0050605
                   9,            0.016272,            0.016031,            0.011679,             0.74996,             0.84555,             0.83509,              0.6355,            0.019584,            0.011417,            0.017761,           0.0034506,           0.0034506,           0.0034506
                   0,            0.063825,            0.031686,            0.027262,                   0,                   0,                   0,                   0,                   0,                   0,                   0,            0.050198,           0.0042509,           0.0042509
                   1,            0.043435,            0.024881,             0.02511,                   0,                   0,                   0,                   0,                   0,                   0,                   0,            0.037344,           0.0077149,           0.0077149
                   2,            0.036306,            0.021156,            0.020613,                   0,                   0,                   0,                   0,                   0,                   0,                   0,            0.023642,             0.01033,             0.01033
                   3,            0.029653,            0.020171,            0.018374,                   0,                   0,                   0,                   0,                   0,                   0,                   0,            0.011537,            0.011537,            0.011537
                   4,            0.026348,            0.019351,             0.01756,                   0,                   0,                   0,                   0,                   0,                   0,                   0,            0.011537,            0.011537,            0.011537
                   5,            0.023055,            0.018727,            0.016359,                   0,                   0,                   0,                   0,                   0,                   0,                   0,           0.0099224,           0.0099224,           0.0099224
                   6,             0.02053,            0.017809,            0.015252,                   0,                   0,                   0,                   0,                   0,                   0,                   0,            0.008308,            0.008308,            0.008308
                   7,             0.01872,            0.017372,            0.014311,                   0,                   0,                   0,                   0,                   0,                   0,                   0,           0.0066936,           0.0066936,           0.0066936
                   8,            0.017472,            0.017165,            0.013378,                   0,                   0,                   0,                   0,                   0,                   0,                   0,           0.0050792,           0.0050792,           0.0050792
                   9,            0.015523,            0.016457,             0.01251,             0.74825,             0.83265,              0.8251,             0.61886,            0.019064,            0.012331,            0.020365,           0.0034648,           0.0034648,           0.0034648
                   0,            0.068018,            0.038634,             0.03429,                   0,                   0,                   0,                   0,                   0,                   0,                   0,            0.049131,           0.0044338,           0.0044338
                   1,             0.04868,            0.031334,            0.028308,                   0,                   0,                   0,                   0,                   0,                   0,                   0,            0.038703,           0.0080432,           0.0080432
                   2,            0.040945,            0.026879,            0.025329,                   0,                   0,                   0,                   0,                   0,                   0,                   0,            0.027386,            0.010763,            0.010763
                   3,             0.03415,              0.0254,            0.023088,                   0,                   0,                   0,                   0,                   0,                   0,                   0,             0.01518,            0.012594,            0.012594
                   4,            0.028056,            0.024038,            0.022127,                   0,                   0,                   0,                   0,                   0,                   0,                   0,            0.011321,            0.011321,            0.011321
                   5,             0.02655,            0.023204,            0.020859,                   0,                   0,                   0,                   0,                   0,                   0,                   0,            0.011321,            0.011321,            0.011321
                   6,            0.022249,            0.022384,            0.019654,                   0,                   0,                   0,                   0,                   0,                   0,                   0,           0.0094667,           0.0094667,           0.0094667
                   7,             0.02003,            0.021671,            0.018321,                   0,                   0,                   0,                   0,                   0,                   0,                   0,            0.007612,            0.007612,            0.007612
                   8,            0.018387,            0.021102,            0.016983,                   0,                   0,                   0,                   0,                   0,                   0,                   0,           0.0057574,           0.0057574,           0.0057574
                   9,            0.016203,            0.020387,            0.015541,             0.74886,             0.84048,             0.82825,             0.65297,            0.017932,            0.014614,            0.028914,           0.0039027,           0.0039027,           0.0039027
                   0,            0.064151,            0.035368,            0.027486,                   0,                   0,                   0,                   0,                   0,                   0,                   0,            0.058055,           0.0043588,           0.0043588
                   1,            0.044845,            0.026066,            0.022822,                   0,                   0,                   0,                   0,                   0,                   0,                   0,            0.045218,           0.0079108,           0.0079108
                   2,            0.037103,             0.02283,            0.019983,                   0,                   0,                   0,                   0,                   0,                   0,                   0,             0.03151,            0.010592,            0.010592
                   3,            0.029858,            0.022134,            0.018584,                   0,                   0,                   0,                   0,                   0,                   0,                   0,            0.016932,            0.012403,            0.012403
                   4,            0.024465,            0.020907,            0.017639,                   0,                   0,                   0,                   0,                   0,                   0,                   0,            0.011407,            0.011407,            0.011407
                   5,            0.023466,            0.020185,            0.016822,                   0,                   0,                   0,                   0,                   0,                   0,                   0,            0.011407,            0.011407,            0.011407
                   6,            0.020683,            0.019519,            0.016226,                   0,                   0,                   0,                   0,                   0,                   0,                   0,           0.0095513,           0.0095513,           0.0095513
                   7,            0.018589,            0.019019,            0.015086,                   0,                   0,                   0,                   0,                   0,                   0,                   0,           0.0076956,           0.0076956,           0.0076956
                   8,            0.017143,            0.018599,            0.014233,                   0,                   0,                   0,                   0,                   0,                   0,                   0,           0.0058399,           0.0058399,           0.0058399
                   9,            0.015371,            0.017887,            0.013409,             0.73229,             0.84592,             0.83056,              0.6426,            0.018239,            0.013707,            0.020927,           0.0039841,           0.0039841,           0.0039841
                   0,            0.076389,            0.028659,            0.026308,                   0,                   0,                   0,                   0,                   0,                   0,                   0,            0.049588,           0.0037212,           0.0037212
                   1,            0.051415,            0.025855,            0.025163,                   0,                   0,                   0,                   0,                   0,                   0,                   0,              0.0361,           0.0067539,           0.0067539
                   2,             0.04334,            0.022295,            0.024702,                   0,                   0,                   0,                   0,                   0,                   0,                   0,            0.021869,           0.0090436,           0.0090436
                   3,            0.036786,            0.020391,            0.023093,                   0,                   0,                   0,                   0,                   0,                   0,                   0,           0.0099963,           0.0099963,           0.0099963
                   4,            0.034461,            0.018737,            0.020421,                   0,                   0,                   0,                   0,                   0,                   0,                   0,           0.0099963,           0.0099963,           0.0099963
                   5,            0.030026,            0.017496,            0.017764,                   0,                   0,                   0,                   0,                   0,                   0,                   0,           0.0085983,           0.0085983,           0.0085983
                   6,            0.026627,            0.016368,            0.016264,                   0,                   0,                   0,                   0,                   0,                   0,                   0,           0.0072004,           0.0072004,           0.0072004
                   7,            0.023612,            0.015776,            0.014958,                   0,                   0,                   0,                   0,                   0,                   0,                   0,           0.0058025,           0.0058025,           0.0058025
                   8,            0.021786,            0.015516,            0.014118,                   0,                   0,                   0,                   0,                   0,                   0,                   0,           0.0044046,           0.0044046,           0.0044046
                   9,            0.019733,             0.01494,            0.012708,             0.74912,             0.83614,             0.83288,             0.62631,            0.024469,            0.012006,            0.018423,           0.0030067,           0.0030067,           0.0030067
                   0,            0.063468,            0.029527,            0.027206,                   0,                   0,                   0,                   0,                   0,                   0,                   0,            0.048691,           0.0047344,           0.0047344
                   1,            0.042201,            0.024473,            0.024981,                   0,                   0,                   0,                   0,                   0,                   0,                   0,            0.034092,           0.0085928,           0.0085928
                   2,            0.036789,            0.020769,            0.020709,                   0,                   0,                   0,                   0,                   0,                   0,                   0,            0.018549,            0.011506,            0.011506
                   3,            0.028684,            0.019008,            0.018689,                   0,                   0,                   0,                   0,                   0,                   0,                   0,            0.011384,            0.011384,            0.011384
                   4,            0.026254,            0.018342,            0.017529,                   0,                   0,                   0,                   0,                   0,                   0,                   0,            0.011384,            0.011384,            0.011384
                   5,            0.023053,            0.017409,            0.016378,                   0,                   0,                   0,                   0,                   0,                   0,                   0,           0.0097918,           0.0097918,           0.0097918
                   6,            0.020876,             0.01677,            0.015214,                   0,                   0,                   0,                   0,                   0,                   0,                   0,           0.0081997,           0.0081997,           0.0081997
                   7,            0.018875,            0.016439,            0.013996,                   0,                   0,                   0,                   0,                   0,                   0,                   0,           0.0066077,           0.0066077,           0.0066077
                   8,            0.017079,            0.015969,            0.013126,                   0,                   0,                   0,                   0,                   0,                   0,                   0,           0.0050156,           0.0050156,           0.0050156
                   9,            0.015633,            0.015452,            0.012263,              0.7659,             0.83365,             0.83044,              0.6322,            0.018916,            0.011342,            0.018875,           0.0034236,           0.0034236,           0.0034236
                   0,            0.061755,            0.028751,            0.026882,                   0,                   0,                   0,                   0,                   0,                   0,                   0,            0.052231,           0.0042105,           0.0042105
                   1,            0.042203,            0.023456,            0.022982,                   0,                   0,                   0,                   0,                   0,                   0,                   0,            0.038283,           0.0076421,           0.0076421
                   2,            0.035098,            0.019574,            0.019435,                   0,                   0,                   0,                   0,                   0,                   0,                   0,            0.023496,            0.010233,            0.010233
                   3,            0.028214,            0.018314,            0.018139,                   0,                   0,                   0,                   0,                   0,                   0,                   0,            0.011271,            0.011271,            0.011271
                   4,            0.025395,            0.017782,            0.017276,                   0,                   0,                   0,                   0,                   0,                   0,                   0,            0.011271,            0.011271,            0.011271
                   5,            0.022335,            0.017037,            0.016278,                   0,                   0,                   0,                   0,                   0,                   0,                   0,            0.009695,            0.009695,            0.009695
                   6,            0.019923,             0.01638,            0.015339,                   0,                   0,                   0,                   0,                   0,                   0,                   0,           0.0081188,           0.0081188,           0.0081188
                   7,            0.018165,            0.015977,            0.014216,                   0,                   0,                   0,                   0,                   0,                   0,                   0,           0.0065426,           0.0065426,           0.0065426
                   8,            0.016552,            0.015636,            0.013404,                   0,                   0,                   0,                   0,                   0,                   0,                   0,           0.0049663,           0.0049663,           0.0049663
                   9,            0.015207,            0.015148,            0.012559,             0.75498,             0.84925,             0.83975,              0.6436,            0.017961,            0.010649,            0.020142,           0.0033901,           0.0033901,           0.0033901
                   0,            0.057005,            0.031406,            0.024954,                   0,                   0,                   0,                   0,                   0,                   0,                   0,            0.051182,           0.0042526,           0.0042526
                   1,            0.040194,            0.024034,            0.020815,                   0,                   0,                   0,                   0,                   0,                   0,                   0,             0.03766,           0.0077143,           0.0077143
                   2,            0.032523,            0.020989,             0.01794,                   0,                   0,                   0,                   0,                   0,                   0,                   0,            0.023284,            0.010323,            0.010323
                   3,            0.025985,            0.019953,            0.017067,                   0,                   0,                   0,                   0,                   0,                   0,                   0,             0.01136,             0.01136,             0.01136
                   4,            0.023183,            0.019172,            0.016283,                   0,                   0,                   0,                   0,                   0,                   0,                   0,             0.01136,             0.01136,             0.01136
                   5,            0.020639,            0.018285,            0.015358,                   0,                   0,                   0,                   0,                   0,                   0,                   0,           0.0097606,           0.0097606,           0.0097606
                   6,            0.017953,            0.017592,             0.01422,                   0,                   0,                   0,                   0,                   0,                   0,                   0,           0.0081608,           0.0081608,           0.0081608
                   7,            0.016518,            0.017177,             0.01329,                   0,                   0,                   0,                   0,                   0,                   0,                   0,            0.006561,            0.006561,            0.006561
                   8,            0.014942,            0.016693,            0.012498,                   0,                   0,                   0,                   0,                   0,                   0,                   0,           0.0049611,           0.0049611,           0.0049611
                   9,            0.013604,            0.016243,            0.011552,             0.75594,             0.84594,             0.84098,             0.65606,            0.016028,            0.012305,            0.019119,           0.0033613,           0.0033613,           0.0033613
                   0,             0.07789,            0.013813,            0.030703,                   0,                   0,                   0,                   0,                   0,                   0,                   0,            0.037065,           0.0054652,           0.0054652
                   1,            0.047055,            0.013816,            0.029078,                   0,                   0,                   0,                   0,                   0,                   0,                   0,             0.02602,            0.009914,            0.009914
                   2,            0.041571,            0.013206,            0.027078,                   0,                   0,                   0,                   0,                   0,                   0,                   0,            0.013878,            0.013266,            0.013266
                   3,            0.036316,            0.012868,            0.023005,                   0,                   0,                   0,                   0,                   0,                   0,                   0,            0.011782,            0.011782,            0.011782
                   4,            0.034032,            0.012315,            0.021594,                   0,                   0,                   0,                   0,                   0,                   0,                   0,            0.011782,            0.011782,            0.011782
                   5,            0.030397,            0.011757,            0.019901,                   0,                   0,                   0,                   0,                   0,                   0,                   0,            0.010123,            0.010123,            0.010123
                   6,            0.027684,            0.010878,            0.018707,                   0,                   0,                   0,                   0,                   0,                   0,                   0,           0.0084638,           0.0084638,           0.0084638
                   7,            0.025214,            0.010101,            0.017544,                   0,                   0,                   0,                   0,                   0,                   0,                   0,           0.0068046,           0.0068046,           0.0068046
                   8,            0.023671,           0.0096879,             0.01647,                   0,                   0,                   0,                   0,                   0,                   0,                   0,           0.0051453,           0.0051453,           0.0051453
                   9,            0.021721,           0.0090687,             0.01497,             0.74862,             0.82906,             0.80425,             0.57313,            0.024036,           0.0065193,            0.023028,           0.0034861,           0.0034861,           0.0034861
                   0,            0.063694,            0.035369,            0.023015,                   0,                   0,                   0,                   0,                   0,                   0,                   0,             0.04928,            0.004686,            0.004686
                   1,            0.043499,            0.028065,            0.021574,                   0,                   0,                   0,                   0,                   0,                   0,                   0,            0.034579,           0.0085055,           0.0085055
                   2,            0.035936,            0.024238,              0.0189,                   0,                   0,                   0,                   0,                   0,                   0,                   0,            0.018944,             0.01139,             0.01139
                   3,            0.029302,            0.022374,            0.016556,                   0,                   0,                   0,                   0,                   0,                   0,                   0,            0.011358,            0.011358,            0.011358
