   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,                 lr0,                 lrf,            momentum,        weight_decay,       warmup_epochs,     warmup_momentum,      warmup_bias_lr,                 box,                 cls,              cls_pw,                 obj,              obj_pw,               iou_t,            anchor_t,            fl_gamma,               hsv_h,               hsv_s,               hsv_v,             degrees,           translate,               scale,               shear,         perspective,              flipud,              fliplr,              mosaic,               mixup,          copy_paste,             anchors
             0.74487,              0.8375,             0.83117,              0.6413,            0.018759,            0.012074,             0.02204,             0.01513,             0.01234,             0.90625,              0.0004,              4.3803,                0.95,             0.06778,             0.05726,             0.53206,              1.0596,             0.80716,              0.7969,                 0.2,              2.9246,                   0,             0.01552,               0.601,             0.40871,                   0,             0.08874,             0.60489,                   0,                   0,                   0,                 0.5,             0.89607,                   0,                   0,                   2
             0.76219,             0.84077,             0.84277,             0.65414,            0.016754,           0.0089152,            0.018906,             0.01076,             0.01093,             0.96807,             0.00042,               4.418,              0.8261,             0.06985,             0.05082,             0.52031,             0.92178,             0.82715,                 0.5,                 0.2,              2.9288,                   0,             0.01509,              0.6392,             0.40824,                   0,             0.08874,             0.79937,                   0,                   0,                   0,                 0.5,             0.95107,                   0,                   0,                   2
             0.76019,              0.8455,             0.84442,             0.65571,            0.017934,            0.013375,            0.024856,             0.01502,             0.01231,             0.90625,             0.00042,              4.3683,             0.87539,             0.06185,             0.05448,              0.6628,              1.0442,             0.90735,             0.82273,                 0.2,              3.2731,                   0,             0.01472,             0.59486,             0.39108,                   0,             0.07952,              0.6481,                   0,                   0,                   0,                 0.5,             0.92389,                   0,                   0,              2.5126
             0.74685,              0.8446,             0.83076,              0.6467,            0.017749,           0.0090356,            0.018397,             0.01077,              0.0103,             0.95569,             0.00041,              4.2841,              0.8261,             0.06985,             0.05348,             0.52015,             0.91969,             0.86495,             0.50356,                 0.2,              2.9744,                   0,             0.01444,             0.61077,             0.40931,                   0,             0.08658,             0.78799,                   0,                   0,                   0,                 0.5,             0.95264,                   0,                   0,                   2
             0.75585,             0.82448,             0.84124,             0.63633,              0.0175,             0.01001,            0.014812,             0.01247,             0.01633,             0.93615,             0.00026,              4.2313,             0.46446,              0.0857,             0.05147,             0.50913,             0.66092,             0.80763,             0.55749,                 0.2,              2.4384,                   0,             0.01383,             0.55888,             0.40824,                   0,              0.0715,             0.79937,                   0,                   0,                   0,                 0.5,                   1,                   0,                   0,                   2
             0.75671,             0.84044,             0.84112,             0.64161,            0.018131,           0.0092488,            0.017311,             0.01066,             0.01097,             0.96807,             0.00042,              4.5235,             0.82743,             0.06974,             0.05267,             0.52031,             0.92144,             0.84591,                 0.5,                 0.2,              2.9316,                   0,               0.015,             0.64892,             0.40824,                   0,             0.09068,              0.7902,                   0,                   0,                   0,                 0.5,             0.95449,                   0,                   0,                   2
              0.7373,             0.82541,             0.82449,             0.61209,            0.020731,            0.010394,            0.021046,             0.01176,             0.01058,             0.97295,             0.00041,               4.418,             0.64851,             0.07986,             0.05336,             0.56232,              1.1723,             0.91598,                 0.5,                 0.2,               2.738,                   0,              0.0168,             0.55892,              0.3964,                   0,             0.07714,             0.83598,                   0,                   0,                   0,                 0.5,                   1,                   0,                   0,                   2
             0.74551,             0.83726,             0.82692,             0.63898,            0.016996,           0.0085664,            0.019415,             0.01139,             0.01093,             0.96648,             0.00042,              4.5763,             0.77288,             0.07055,             0.04986,             0.52031,             0.94222,             0.78274,                 0.5,                 0.2,              2.9288,                   0,             0.01509,             0.68024,             0.40824,                   0,             0.08569,             0.76813,                   0,                   0,                   0,                 0.5,                   1,                   0,                   0,              2.1641
             0.73383,             0.84547,             0.81815,             0.62711,            0.014997,           0.0084882,            0.016651,             0.00998,              0.0141,              0.9459,             0.00036,                   5,             0.88126,             0.06011,             0.04424,             0.44746,              1.0268,             0.78132,                 0.5,                 0.2,              3.2271,                   0,             0.01328,             0.81646,             0.38885,                   0,             0.08316,             0.86391,                   0,                   0,                   0,                 0.5,                   1,                   0,                   0,              2.0891
             0.72395,              0.8306,             0.81521,             0.62157,            0.017756,           0.0085773,             0.02338,               0.012,              0.0105,                0.98,             0.00033,                   5,             0.86655,             0.07214,             0.04972,              0.5861,                1.01,             0.77322,                 0.5,                 0.2,               3.001,                   0,             0.01149,              0.6392,             0.37636,                   0,             0.08847,             0.57388,                   0,                   0,                   0,                 0.5,                   1,                   0,                   0,                   2
             0.67861,              0.8089,              0.7702,             0.53515,            0.026896,           0.0087984,            0.021982,             0.01133,             0.01096,                0.98,             0.00042,              4.7011,                0.95,             0.08088,             0.06381,             0.56851,             0.80877,             0.76933,                 0.5,                 0.2,              2.9288,                   0,             0.01647,             0.56643,             0.37346,                   0,              0.1047,             0.65214,                   0,                   0,                   0,                 0.5,             0.90686,                   0,                   0,              2.5816
             0.72946,             0.83862,             0.82672,             0.61407,            0.018344,           0.0094291,            0.019704,             0.00912,             0.01161,             0.96807,             0.00027,               4.099,             0.64344,             0.07614,             0.05362,             0.51598,              1.1149,             0.82715,             0.50939,                 0.2,              2.7629,                   0,             0.01367,             0.69282,             0.41973,                   0,             0.08388,             0.79937,                   0,                   0,                   0,                 0.5,             0.72993,                   0,                   0,              2.0083
             0.71315,             0.81958,             0.80197,             0.58236,            0.016427,           0.0080754,            0.025566,             0.01094,             0.01186,             0.96807,             0.00041,               4.418,             0.74022,             0.07512,             0.04277,             0.62695,              1.0081,             0.60408,                 0.5,                 0.2,              3.0881,                   0,             0.01825,              0.6392,             0.33526,                   0,             0.10149,               0.679,                   0,                   0,                   0,                 0.5,             0.93486,                   0,                   0,              2.3608
             0.74073,             0.83869,             0.83513,             0.63937,             0.01673,           0.0094111,            0.019732,             0.01048,              0.0107,             0.96885,             0.00044,              4.5119,             0.79219,             0.07282,             0.04914,             0.49354,             0.87245,              0.8359,             0.51813,                 0.2,              2.8388,                   0,             0.01559,             0.61589,             0.38966,                   0,             0.09252,             0.83224,                   0,                   0,                   0,                 0.5,             0.95066,                   0,                   0,              2.1045
              0.7269,             0.81566,             0.80837,             0.62259,            0.017995,           0.0087094,            0.019312,             0.01038,             0.01093,             0.95679,             0.00042,              4.5372,             0.83261,             0.06985,             0.05082,             0.50923,             0.90581,             0.78454,                 0.5,                 0.2,              3.1392,                   0,             0.01509,             0.60031,             0.40856,                   0,             0.09516,             0.75987,                   0,                   0,                   0,                 0.5,             0.89696,                   0,                   0,              2.1295
             0.78048,             0.82602,              0.8395,             0.65223,            0.017977,           0.0092911,            0.016267,             0.00964,             0.01042,             0.95187,             0.00039,              4.3199,              0.8256,             0.06985,             0.05535,              0.4716,             0.92178,             0.82715,             0.53241,                 0.2,              2.7604,                   0,             0.01462,             0.70574,             0.43631,                   0,             0.08874,             0.79937,                   0,                   0,                   0,                 0.5,             0.95107,                   0,                   0,                   2
             0.70464,             0.85931,             0.83299,             0.63642,            0.020275,            0.013347,             0.02869,             0.01502,             0.01231,             0.91387,             0.00042,              4.3894,             0.92373,             0.05833,             0.05954,              0.6628,               1.021,             0.85916,             0.86307,                 0.2,              3.4508,                   0,             0.01397,             0.59486,             0.39614,                   0,             0.08898,             0.64347,                   0,                   0,                   0,                 0.5,             0.92389,                   0,                   0,              2.3754
             0.71979,              0.8527,             0.82879,             0.63596,            0.017691,            0.012991,             0.02492,             0.01635,             0.01451,             0.92846,             0.00042,              4.3683,             0.88074,             0.05437,             0.05423,             0.59209,              1.0226,             0.95133,              0.7004,                 0.2,              3.1554,                   0,             0.01572,             0.59486,             0.42268,                   0,             0.07952,             0.72385,                   0,                   0,                   0,                 0.5,             0.87946,                   0,                   0,              2.4099
             0.66919,             0.83821,             0.77298,             0.57268,            0.015141,            0.012542,            0.032084,             0.01315,             0.01197,                0.98,             0.00042,                   5,             0.87539,             0.07177,             0.04027,             0.65113,              1.0514,             0.77639,             0.83541,                 0.2,              4.0075,                   0,             0.01216,              0.7119,             0.49887,                   0,             0.09026,             0.64299,                   0,                   0,                   0,                 0.5,             0.92389,                   0,                   0,              2.1734
             0.74383,             0.83651,             0.82444,             0.61817,            0.022073,            0.014415,            0.022724,             0.01667,              0.0115,             0.85981,             0.00041,              4.3316,              0.7845,             0.06383,             0.06226,             0.57167,             0.95638,             0.90735,             0.84618,                 0.2,                2.72,                   0,             0.01368,             0.58492,             0.34713,                   0,             0.07854,             0.71068,                   0,                   0,                   0,                 0.5,             0.96774,                   0,                   0,              2.6189
             0.73989,             0.82935,             0.82551,             0.61772,            0.018096,             0.01802,            0.032167,             0.02058,             0.01326,             0.90625,             0.00042,              4.3569,             0.92474,             0.07706,              0.0501,             0.78038,              1.2402,              1.0806,             0.89967,                 0.2,              2.8791,                   0,             0.01574,             0.59486,             0.39108,                   0,             0.05988,             0.73044,                   0,                   0,                   0,                 0.5,             0.81432,                   0,                   0,                   2
              0.7517,             0.83398,             0.83676,             0.65007,            0.018794,            0.013153,            0.024699,             0.01549,             0.01295,             0.93615,             0.00044,              4.6076,             0.91875,             0.06633,             0.05687,             0.61965,             0.98533,             0.87986,             0.87258,                 0.2,              3.2731,                   0,             0.01472,              0.6068,              0.3439,                   0,             0.08488,             0.54487,                   0,                   0,                   0,                 0.5,             0.92359,                   0,                   0,              2.5233
             0.72678,             0.83629,             0.82881,             0.64171,            0.018236,            0.010738,            0.031601,             0.01717,             0.01215,             0.90764,             0.00046,              4.0329,             0.83654,             0.05464,             0.05448,              0.7688,              1.0363,             0.71759,             0.82273,                 0.2,              3.1362,                   0,             0.01369,             0.51172,             0.43886,                   0,             0.08337,             0.54824,                   0,                   0,                   0,                 0.5,             0.92389,                   0,                   0,              2.5126
             0.73851,             0.84424,             0.84092,             0.64611,            0.017262,            0.016007,              0.0249,             0.01502,             0.01237,             0.89793,             0.00034,              4.3683,                0.95,             0.06492,             0.04881,             0.66049,              1.0442,              1.0088,             0.87095,                 0.2,              3.1497,                   0,             0.01542,             0.55766,             0.37672,                   0,             0.06298,              0.6481,                   0,                   0,                   0,                 0.5,             0.84968,                   0,                   0,              2.4253
             0.72191,              0.8304,             0.81154,             0.62794,            0.020791,             0.01376,            0.029362,             0.01611,             0.01231,             0.96403,             0.00038,              4.1507,             0.87265,             0.07191,             0.06198,              0.6813,              1.1153,             0.90735,             0.80532,                 0.2,              3.0698,                   0,              0.0141,             0.55726,             0.37728,                   0,             0.08702,             0.59682,                   0,                   0,                   0,                 0.5,             0.79799,                   0,                   0,              2.5126
             0.73825,             0.84803,             0.83644,             0.64512,              0.0184,            0.011903,            0.026169,             0.01294,             0.01231,             0.90652,             0.00043,               4.615,             0.70439,             0.06011,             0.05452,              0.6628,              1.0495,             0.77456,             0.87544,                 0.2,               3.577,                   0,             0.01472,             0.59486,             0.41122,                   0,             0.07529,             0.67964,                   0,                   0,                   0,                 0.5,             0.94954,                   0,                   0,              2.4252
             0.73179,             0.83865,             0.82806,             0.63209,            0.019023,             0.01153,            0.024735,             0.01473,             0.01084,             0.91197,              0.0004,              4.3683,                0.95,             0.05959,             0.05799,             0.61327,              1.0155,               0.796,             0.76578,                 0.2,              2.8671,                   0,             0.01588,             0.69849,             0.39108,                   0,             0.08259,              0.6105,                   0,                   0,                   0,                 0.5,             0.98347,                   0,                   0,              2.3512
             0.71286,             0.85446,             0.82656,             0.62405,            0.020299,            0.013406,            0.025816,             0.01725,             0.01036,             0.88661,             0.00046,              4.3683,             0.59118,             0.05231,              0.0593,             0.69168,             0.86631,             0.80127,             0.93749,                 0.2,              2.8158,                   0,             0.01472,             0.50206,             0.38305,                   0,             0.06337,             0.68731,                   0,                   0,                   0,                 0.5,             0.94444,                   0,                   0,              2.6805
             0.73591,             0.86094,             0.83215,             0.63227,            0.017896,             0.01353,            0.027294,             0.01589,             0.01231,             0.87326,             0.00044,              4.6367,             0.73642,             0.05705,             0.05179,             0.64031,              1.0141,             0.94145,             0.80316,                 0.2,              3.9684,                   0,             0.01367,             0.56987,             0.34612,                   0,             0.08098,              0.6481,                   0,                   0,                   0,                 0.5,             0.82995,                   0,                   0,               2.631
             0.74206,             0.84658,             0.83217,             0.63356,            0.017978,            0.012355,            0.028514,             0.01663,             0.01195,             0.88481,              0.0004,              4.1705,             0.87539,             0.05818,             0.05216,             0.68489,              1.0533,             0.91611,             0.71387,                 0.2,              3.3558,                   0,             0.01379,             0.57675,             0.41262,                   0,             0.07273,             0.64906,                   0,                   0,                   0,                 0.5,              0.7472,                   0,                   0,              2.5126
             0.76125,             0.84403,             0.83737,             0.65759,             0.01413,             0.01326,            0.026451,             0.01418,             0.01231,             0.91298,             0.00044,              4.9088,             0.87539,             0.05985,             0.04325,              0.6628,             0.98085,             0.83074,             0.91918,                 0.2,              3.4047,                   0,             0.01602,             0.59486,             0.37119,                   0,             0.09211,              0.6481,                   0,                   0,                   0,                 0.5,                   1,                   0,                   0,              2.5126
             0.74132,             0.84022,             0.83174,             0.64201,            0.019057,            0.013452,            0.026889,             0.01525,             0.01268,             0.90148,             0.00042,              4.1326,             0.88456,              0.0585,             0.05549,              0.6673,              1.0417,             0.90735,             0.80496,                 0.2,              3.2609,                   0,             0.01472,             0.59486,             0.38937,                   0,             0.08308,             0.66946,                   0,                   0,                   0,                 0.5,             0.92389,                   0,                   0,              2.1255
             0.75578,             0.83706,             0.83165,             0.63757,            0.019555,            0.012146,            0.025537,             0.01397,                0.01,             0.90625,             0.00042,              4.3683,             0.89936,             0.06607,             0.05448,              0.6628,               1.126,             0.91289,             0.66906,                 0.2,              2.9096,                   0,             0.01524,             0.59486,             0.35722,                   0,             0.06209,             0.51966,                   0,                   0,                   0,                 0.5,             0.83101,                   0,                   0,                   2
             0.74629,             0.84014,             0.83502,             0.64839,            0.018128,            0.013962,            0.028846,             0.01502,             0.01231,             0.92116,             0.00049,              4.9838,             0.87771,             0.06185,             0.05448,             0.65939,              1.0815,              0.9597,             0.79283,                 0.2,              3.5388,                   0,             0.01475,             0.59259,             0.39108,                   0,             0.08243,             0.60366,                   0,                   0,                   0,                 0.5,             0.87274,                   0,                   0,              2.6844
             0.70501,             0.85511,             0.82677,             0.61903,            0.019519,            0.018942,            0.033442,             0.01213,             0.01225,             0.89373,             0.00033,              4.3683,             0.87539,             0.06185,             0.05507,             0.66119,             0.90499,              1.2195,             0.96288,                 0.2,              2.0826,                   0,              0.0137,             0.59486,             0.41092,                   0,             0.04208,             0.47579,                   0,                   0,                   0,                 0.5,             0.92389,                   0,                   0,              2.1514
             0.75467,             0.84789,             0.84748,             0.66435,            0.014346,            0.014489,             0.02453,             0.01199,             0.01075,              0.9026,             0.00048,              4.3683,             0.78642,             0.06738,             0.04419,              0.6628,              1.0442,              0.9907,             0.82273,                 0.2,              3.2208,                   0,             0.01472,             0.58439,             0.39108,                   0,             0.07828,              0.6481,                   0,                   0,                   0,                 0.5,             0.65918,                   0,                   0,              2.6094
             0.73924,             0.86165,             0.83964,             0.63976,            0.020317,             0.01215,             0.01934,             0.01611,             0.01462,             0.85351,             0.00039,              3.8669,             0.94002,             0.06019,             0.05555,             0.51052,              1.1389,             0.75247,             0.90408,                 0.2,              3.0248,                   0,              0.0167,             0.52424,             0.29284,                   0,             0.09726,             0.46163,                   0,                   0,                   0,                 0.5,             0.86168,                   0,                   0,              2.0744
              0.7409,             0.84406,             0.82506,              0.6184,             0.02127,             0.01168,            0.026042,             0.01622,             0.01313,             0.85351,             0.00044,              3.7609,             0.66329,             0.06217,              0.0621,             0.58911,              1.2847,             0.72334,             0.88955,                 0.2,              2.4368,                   0,             0.01539,             0.56543,             0.27028,                   0,             0.09714,             0.40998,                   0,                   0,                   0,                 0.5,             0.80163,                   0,                   0,              2.5163
             0.73289,             0.83411,             0.81571,             0.65218,            0.017307,            0.012568,            0.023624,             0.01573,             0.01486,             0.85656,             0.00041,              3.6969,             0.90222,               0.062,             0.05448,             0.48235,              1.1555,             0.79166,             0.92751,                 0.2,              2.9395,                   0,             0.01743,               0.597,             0.27666,                   0,             0.09141,             0.41609,                   0,                   0,                   0,                 0.5,             0.96075,                   0,                   0,                   2
             0.71913,             0.85313,             0.82598,             0.64935,            0.017248,            0.010593,            0.024849,             0.01792,             0.01372,             0.85351,              0.0004,               3.609,             0.90856,             0.06217,             0.05407,             0.53822,              1.1254,              0.6745,             0.90854,                 0.2,               3.077,                   0,             0.01464,             0.56543,             0.25086,                   0,             0.09375,             0.43867,                   0,                   0,                   0,                 0.5,             0.89861,                   0,                   0,                   2
             0.66741,             0.85603,             0.79321,             0.57658,            0.026188,            0.012655,            0.024055,             0.01616,             0.01396,             0.85351,             0.00043,              3.7481,             0.88781,             0.06217,              0.0729,             0.45604,               1.195,             0.84551,             0.78131,                 0.2,               2.299,                   0,             0.01555,             0.57593,             0.27028,                   0,             0.05675,             0.62774,                   0,                   0,                   0,                 0.5,             0.78794,                   0,                   0,                   2
             0.75754,             0.84874,             0.84842,             0.66122,             0.01949,            0.012464,            0.019971,             0.01588,             0.01371,             0.85259,             0.00041,              3.6836,                0.95,             0.06246,              0.0586,             0.50233,              1.0792,              0.7941,              0.8857,                 0.2,              3.0013,                   0,             0.01597,             0.62754,              0.2627,                   0,             0.09943,             0.41499,                   0,                   0,                   0,                 0.5,             0.95106,                   0,                   0,                   2
             0.73265,             0.82855,             0.81555,             0.57771,            0.020474,            0.013498,             0.01972,             0.01951,             0.01339,             0.80963,             0.00038,              2.7582,                0.95,             0.06217,             0.05448,             0.55882,             0.87669,             0.85076,             0.88955,                 0.2,                   2,                   0,              0.0128,             0.54044,             0.30469,                   0,             0.07676,             0.63852,                   0,                   0,                   0,                 0.5,             0.84823,                   0,                   0,                   2
             0.67382,             0.84015,              0.7986,             0.61573,             0.01824,             0.01218,            0.036115,             0.01616,             0.01304,              0.8373,             0.00036,              3.2122,             0.93261,             0.06067,             0.05448,             0.59264,               1.119,             0.78894,             0.84019,                 0.2,               2.551,                   0,              0.0147,             0.63451,             0.30153,                   0,             0.09168,             0.46278,                   0,                   0,                   0,                 0.5,             0.98313,                   0,                   0,              2.1424
             0.72867,             0.82609,             0.81977,             0.63318,            0.019683,            0.012547,            0.018994,             0.01616,             0.01532,             0.84452,             0.00042,              3.7481,                0.95,             0.06217,             0.06095,             0.45587,              1.2251,             0.79628,             0.88955,                 0.2,              2.9354,                   0,             0.01521,             0.55187,             0.29333,                   0,             0.10097,             0.46278,                   0,                   0,                   0,                 0.5,             0.97148,                   0,                   0,                   2
             0.74734,             0.84933,             0.83879,              0.6431,            0.018488,            0.011465,            0.019102,             0.01717,             0.01614,             0.85936,              0.0004,              3.3321,             0.80389,              0.0712,             0.05448,             0.46659,              1.2859,             0.75247,              0.8379,                 0.2,              2.6806,                   0,             0.01555,             0.52613,             0.23879,                   0,             0.10662,             0.40765,                   0,                   0,                   0,                 0.5,             0.82688,                   0,                   0,              2.2064
             0.74996,             0.84555,             0.83509,              0.6355,            0.019584,            0.011417,            0.017761,             0.01633,             0.01413,             0.84363,              0.0004,              3.8008,                0.95,             0.06368,             0.05549,             0.45222,              1.1212,             0.75247,             0.84545,                 0.2,              2.8671,                   0,             0.01481,             0.56181,             0.26115,                   0,             0.09626,             0.45993,                   0,                   0,                   0,                 0.5,             0.95106,                   0,                   0,                   2
             0.74825,             0.83265,              0.8251,             0.61886,            0.019064,            0.012331,            0.020365,             0.01638,             0.01441,             0.85626,              0.0004,              3.7962,                0.95,             0.06205,              0.0549,             0.48789,              1.1254,             0.76323,             0.89233,                 0.2,               2.844,                   0,             0.01531,             0.57099,             0.27313,                   0,             0.09711,             0.46278,                   0,                   0,                   0,                 0.5,             0.94968,                   0,                   0,                   2
             0.74886,             0.84048,             0.82825,             0.65297,            0.017932,            0.014614,            0.028914,             0.01874,             0.01032,             0.85276,             0.00032,              4.1731,             0.82287,             0.05855,             0.05504,             0.62587,              1.1254,             0.85523,              1.0127,                 0.2,              3.0923,                   0,             0.01224,             0.62801,             0.27028,                   0,             0.10722,             0.38778,                   0,                   0,                   0,                 0.5,             0.89643,                   0,                   0,                   2
