   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,                 lr0,                 lrf,            momentum,        weight_decay,       warmup_epochs,     warmup_momentum,      warmup_bias_lr,                 box,                 cls,              cls_pw,                 obj,              obj_pw,               iou_t,            anchor_t,            fl_gamma,               hsv_h,               hsv_s,               hsv_v,             degrees,           translate,               scale,               shear,         perspective,              flipud,              fliplr,              mosaic,               mixup,          copy_paste,             anchors
              0.7073,             0.84249,             0.80584,             0.63937,            0.020494,            0.010188,            0.027917,             0.01176,                0.01,             0.94996,             0.00056,              3.5495,                0.67,             0.08688,             0.06118,             0.54123,              1.0855,             0.95046,                 0.5,                 0.2,              5.5335,                   0,             0.01229,             0.56828,             0.43444,                   0,             0.09325,             0.23281,                   0,                   0,                   0,                 0.5,                   1,                   0,                   0,              2.8058
             0.76949,             0.83996,             0.84412,              0.6661,            0.011898,            0.014199,            0.024347,             0.00988,             0.01187,             0.93424,             0.00042,              2.6096,             0.75284,             0.09177,             0.03523,             0.61922,             0.96681,             0.95523,             0.87466,                 0.2,              4.2507,                   0,             0.01429,             0.68752,             0.44093,                   0,             0.09325,              0.3741,                   0,                   0,                   0,                 0.5,                   1,                   0,                   0,              3.0509
             0.77269,             0.84315,             0.84303,             0.66011,            0.014197,            0.017205,             0.01867,             0.01104,             0.01238,             0.84709,             0.00058,              3.1006,             0.90978,              0.0911,             0.04334,             0.53385,             0.90915,              1.1666,             0.87865,                 0.2,              3.5246,                   0,             0.01256,             0.61592,             0.41827,                   0,             0.09685,             0.35372,                   0,                   0,                   0,                 0.5,                   1,                   0,                   0,              2.1641
             0.79201,             0.82627,             0.85368,             0.67874,             0.01451,            0.015303,            0.022092,             0.00988,             0.01358,             0.95477,             0.00054,              2.9272,             0.76478,             0.09549,             0.04483,             0.56979,              1.0615,             0.88859,              1.0771,                 0.2,              4.2507,                   0,             0.01285,             0.73486,             0.46622,                   0,             0.09344,             0.37255,                   0,                   0,                   0,                 0.5,                   1,                   0,                   0,              3.1347
             0.74994,             0.83451,             0.84613,              0.6769,            0.013965,            0.025769,             0.01952,              0.0074,                0.01,             0.94065,              0.0005,              2.9368,             0.82343,                 0.1,             0.04762,             0.50256,             0.92783,              1.2172,              1.6112,                 0.2,              5.5589,                   0,             0.01321,             0.72635,             0.43103,                   0,             0.08883,             0.47724,                   0,                   0,                   0,                 0.5,             0.72727,                   0,                   0,              2.5396
             0.75182,             0.84935,             0.84129,             0.65738,            0.015811,            0.015805,            0.021292,             0.01079,                0.01,               0.937,             0.00045,                3.37,             0.69022,             0.10549,             0.04838,             0.52509,               1.009,                   1,              0.9361,                 0.2,              3.6861,                   0,             0.01283,             0.71572,             0.43103,                   0,             0.10342,             0.54804,                   0,                   0,                   0,                 0.5,             0.98976,                   0,                   0,              3.3918
             0.75822,             0.84111,              0.8412,             0.66178,            0.015619,            0.017558,             0.01936,             0.01062,                0.01,             0.93267,             0.00049,              2.9074,             0.77052,              0.1024,             0.04915,             0.52196,             0.96223,              1.0313,              1.0639,                 0.2,              3.6861,                   0,             0.01308,              0.6848,             0.45005,                   0,             0.10994,                 0.5,                   0,                   0,                   0,                 0.5,                   1,                   0,                   0,              2.7054
             0.74357,             0.86126,             0.84543,             0.66303,            0.016373,            0.013355,            0.013939,             0.00756,             0.01063,             0.95309,             0.00042,              3.2885,             0.61089,             0.09783,             0.05081,             0.48204,             0.73559,             0.90835,             0.86853,                 0.2,              4.2087,                   0,             0.01283,             0.52067,             0.43103,                   0,             0.09515,              0.5404,                   0,                   0,                   0,                 0.5,             0.90252,                   0,                   0,              2.8056
             0.76711,             0.84007,             0.83884,             0.63579,            0.015678,            0.014395,            0.025692,             0.00924,                0.01,             0.85794,             0.00027,              2.1444,             0.76313,                 0.1,             0.04561,             0.55744,              1.0602,             0.85899,             0.90996,                 0.2,              2.4357,                   0,             0.01134,             0.52067,             0.29573,                   0,             0.10195,             0.41596,                   0,                   0,                   0,                 0.5,             0.87882,                   0,                   0,              2.8056
             0.74061,              0.8435,             0.82972,             0.64313,            0.017765,            0.011851,            0.017143,             0.01137,             0.01143,             0.90606,             0.00044,              3.2475,             0.83366,              0.1119,             0.05081,             0.50309,             0.79332,             0.72496,             0.99554,                 0.2,              3.5967,                   0,             0.01436,             0.72635,             0.24763,                   0,             0.09498,             0.55983,                   0,                   0,                   0,                 0.5,                   1,                   0,                   0,                3.29
              0.7452,             0.83411,             0.83708,             0.66187,            0.015569,            0.017529,            0.020716,             0.01147,                0.01,               0.937,             0.00044,              3.1816,             0.70987,             0.09451,             0.04866,             0.49775,             0.98397,              1.0077,              1.1196,                 0.2,              3.6763,                   0,             0.01283,             0.78393,             0.43103,                   0,             0.10151,             0.51168,                   0,                   0,                   0,                 0.5,                   1,                   0,                   0,              2.8729
             0.74885,             0.82626,             0.82552,             0.64744,            0.015735,            0.014832,            0.020945,             0.01043,                0.01,             0.90579,             0.00042,              3.7931,               0.805,             0.10677,             0.04739,             0.49766,             0.97312,             0.95393,              0.9121,                 0.2,              4.0016,                   0,             0.01051,             0.79915,             0.43367,                   0,             0.10195,             0.41183,                   0,                   0,                   0,                 0.5,             0.88938,                   0,                   0,              2.3002
             0.74964,             0.84023,             0.83573,             0.66148,            0.015855,            0.016348,            0.019147,             0.01048,             0.01001,              0.9384,             0.00045,              2.9358,             0.76313,             0.09969,             0.05082,             0.48827,             0.95575,              1.0049,              1.0102,                 0.2,              3.6245,                   0,             0.01284,             0.72635,             0.42568,                   0,             0.10118,                 0.5,                   0,                   0,                   0,                 0.5,             0.99601,                   0,                   0,              2.8056
             0.71812,             0.83868,             0.81865,              0.6336,            0.016653,            0.014513,            0.023494,             0.01207,                0.01,             0.89013,             0.00043,              3.0115,             0.75106,             0.10616,             0.05081,             0.50795,             0.97312,             0.92224,             0.94238,                 0.2,              3.6861,                   0,             0.01334,             0.59412,             0.43353,                   0,             0.10434,             0.47656,                   0,                   0,                   0,                 0.5,                   1,                   0,                   0,              3.6261
             0.75997,             0.84768,              0.8452,              0.6688,            0.016321,            0.016263,            0.018608,                0.01,                0.01,               0.937,             0.00045,              2.9516,             0.79765,             0.10971,             0.05197,             0.49941,             0.86997,              1.0543,             0.96426,                 0.2,              3.8998,                   0,             0.01248,             0.76589,              0.4617,                   0,             0.10359,             0.51244,                   0,                   0,                   0,                 0.5,                   1,                   0,                   0,              2.4803
             0.76855,             0.82554,             0.84596,             0.65572,            0.016932,            0.015175,            0.012399,              0.0092,                0.01,              0.9095,             0.00041,              4.1878,             0.62203,              0.1254,             0.05081,             0.34417,              1.0289,             0.90346,              1.0177,                 0.2,              3.6861,                   0,             0.01262,             0.70564,             0.47274,                   0,             0.10195,             0.73026,                   0,                   0,                   0,                 0.5,                   1,                   0,                   0,              2.8701
             0.75259,             0.85109,             0.84626,              0.6692,            0.016377,            0.016505,            0.019116,             0.01049,                0.01,             0.93394,             0.00045,              2.9368,             0.76296,             0.09917,             0.05083,             0.49777,             0.96617,                   1,              1.0184,                 0.2,              3.7059,                   0,             0.01276,             0.72005,             0.43183,                   0,             0.10168,                 0.5,                   0,                   0,                   0,                 0.5,                   1,                   0,                   0,              2.7904
             0.73985,             0.84892,             0.83879,             0.66323,            0.015474,            0.018825,            0.014159,             0.00752,                0.01,                0.98,             0.00045,              2.8184,             0.73305,              0.1076,             0.05081,             0.40025,             0.92666,              1.1063,              1.0925,                 0.2,              4.0109,                   0,              0.0204,             0.83855,             0.34853,                   0,             0.08706,             0.42073,                   0,                   0,                   0,                 0.5,             0.70853,                   0,                   0,              2.4321
