               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                   4,            0.021259,            0.029269,             0.01672,                   0,                   0,                   0,                   0,                   0,                   0,                   0,           0.0073323,           0.0073323,           0.0073323
                   5,            0.018499,            0.027967,             0.01556,                   0,                   0,                   0,                   0,                   0,                   0,                   0,           0.0062997,           0.0062997,           0.0062997
                   6,            0.016889,             0.02713,            0.014617,                   0,                   0,                   0,                   0,                   0,                   0,                   0,           0.0052671,           0.0052671,           0.0052671
                   7,             0.01552,            0.026312,            0.013952,                   0,                   0,                   0,                   0,                   0,                   0,                   0,           0.0042346,           0.0042346,           0.0042346
                   8,            0.014482,            0.025457,            0.012985,                   0,                   0,                   0,                   0,                   0,                   0,                   0,            0.003202,            0.003202,            0.003202
                   9,            0.013518,             0.02499,            0.012375,             0.75096,             0.86255,             0.84845,             0.66956,            0.015944,            0.016397,            0.018045,           0.0021694,           0.0021694,           0.0021694
                   0,            0.065365,            0.051923,            0.025636,                   0,                   0,                   0,                   0,                   0,                   0,                   0,            0.068013,           0.0034091,           0.0034091
                   1,            0.042778,            0.039962,            0.024608,                   0,                   0,                   0,                   0,                   0,                   0,                   0,            0.036927,           0.0061846,           0.0061846
                   2,            0.031399,            0.034067,            0.022291,                   0,                   0,                   0,                   0,                   0,                   0,                   0,           0.0080214,           0.0080214,           0.0080214
                   3,            0.024651,            0.032412,            0.018187,                   0,                   0,                   0,                   0,                   0,                   0,                   0,           0.0080214,           0.0080214,           0.0080214
                   4,            0.020451,            0.030472,            0.016791,                   0,                   0,                   0,                   0,                   0,                   0,                   0,            0.007032,            0.007032,            0.007032
                   5,            0.018092,            0.029035,            0.015699,                   0,                   0,                   0,                   0,                   0,                   0,                   0,           0.0060427,           0.0060427,           0.0060427
                   6,             0.01653,            0.028307,            0.014715,                   0,                   0,                   0,                   0,                   0,                   0,                   0,           0.0050534,           0.0050534,           0.0050534
                   7,              0.0154,            0.027508,            0.014137,                   0,                   0,                   0,                   0,                   0,                   0,                   0,           0.0040641,           0.0040641,           0.0040641
                   8,            0.014075,            0.026583,            0.013116,                   0,                   0,                   0,                   0,                   0,                   0,                   0,           0.0030748,           0.0030748,           0.0030748
                   9,            0.013299,            0.026092,              0.0126,             0.76873,             0.83818,             0.84431,             0.66862,            0.015803,            0.016797,            0.019155,           0.0020854,           0.0020854,           0.0020854
                   0,            0.061792,            0.045395,            0.024329,                   0,                   0,                   0,                   0,                   0,                   0,                   0,            0.077174,           0.0033929,           0.0033929
                   1,            0.038788,            0.032672,            0.023518,                   0,                   0,                   0,                   0,                   0,                   0,                   0,              0.0384,           0.0061547,           0.0061547
                   2,            0.027015,            0.027482,            0.021357,                   0,                   0,                   0,                   0,                   0,                   0,                   0,            0.007619,            0.007619,            0.007619
                   3,            0.021547,            0.026695,            0.017672,                   0,                   0,                   0,                   0,                   0,                   0,                   0,            0.007619,            0.007619,            0.007619
                   4,            0.018411,            0.025499,            0.016398,                   0,                   0,                   0,                   0,                   0,                   0,                   0,           0.0066785,           0.0066785,           0.0066785
                   5,            0.017145,            0.024654,            0.015871,                   0,                   0,                   0,                   0,                   0,                   0,                   0,            0.005738,            0.005738,            0.005738
                   6,            0.015868,            0.023752,            0.015198,                   0,                   0,                   0,                   0,                   0,                   0,                   0,           0.0047975,           0.0047975,           0.0047975
                   7,            0.014875,            0.022966,            0.014656,                   0,                   0,                   0,                   0,                   0,                   0,                   0,            0.003857,            0.003857,            0.003857
                   8,            0.014144,            0.022429,            0.013768,                   0,                   0,                   0,                   0,                   0,                   0,                   0,           0.0029165,           0.0029165,           0.0029165
                   9,            0.013398,            0.021951,            0.013506,             0.74346,             0.85289,             0.83726,             0.65418,            0.015709,            0.013998,            0.017227,            0.001976,            0.001976,            0.001976
                   0,            0.067951,             0.05087,            0.025469,                   0,                   0,                   0,                   0,                   0,                   0,                   0,            0.074298,           0.0027341,           0.0027341
                   1,            0.044831,              0.0414,            0.024448,                   0,                   0,                   0,                   0,                   0,                   0,                   0,            0.045621,           0.0049596,           0.0049596
                   2,            0.034947,            0.033431,            0.022387,                   0,                   0,                   0,                   0,                   0,                   0,                   0,            0.016395,           0.0066366,           0.0066366
                   3,            0.025755,            0.031704,            0.018345,                   0,                   0,                   0,                   0,                   0,                   0,                   0,           0.0064325,           0.0064325,           0.0064325
                   4,            0.021965,            0.030264,            0.016827,                   0,                   0,                   0,                   0,                   0,                   0,                   0,           0.0064325,           0.0064325,           0.0064325
                   5,            0.019259,            0.028875,            0.015872,                   0,                   0,                   0,                   0,                   0,                   0,                   0,           0.0055266,           0.0055266,           0.0055266
                   6,            0.017195,            0.027957,            0.014827,                   0,                   0,                   0,                   0,                   0,                   0,                   0,           0.0046207,           0.0046207,           0.0046207
                   7,            0.016003,            0.026882,            0.014081,                   0,                   0,                   0,                   0,                   0,                   0,                   0,           0.0037149,           0.0037149,           0.0037149
                   8,            0.015002,            0.026253,            0.013205,                   0,                   0,                   0,                   0,                   0,                   0,                   0,           0.0028091,           0.0028091,           0.0028091
                   9,            0.013917,            0.025418,             0.01241,             0.75848,             0.84363,             0.83907,             0.66207,            0.016396,            0.015815,            0.019396,           0.0019032,           0.0019032,           0.0019032
                   0,            0.067437,             0.05136,            0.027159,                   0,                   0,                   0,                   0,                   0,                   0,                   0,            0.070922,           0.0030988,           0.0030988
                   1,            0.045371,            0.041959,            0.025848,                   0,                   0,                   0,                   0,                   0,                   0,                   0,            0.045278,           0.0056213,           0.0056213
                   2,            0.035376,            0.034456,            0.022971,                   0,                   0,                   0,                   0,                   0,                   0,                   0,            0.019011,           0.0075221,           0.0075221
                   3,            0.026485,            0.032282,            0.019103,                   0,                   0,                   0,                   0,                   0,                   0,                   0,            0.007494,            0.007494,            0.007494
                   4,            0.022159,            0.030676,            0.017783,                   0,                   0,                   0,                   0,                   0,                   0,                   0,            0.007494,            0.007494,            0.007494
                   5,            0.019416,            0.029321,            0.016555,                   0,                   0,                   0,                   0,                   0,                   0,                   0,           0.0064386,           0.0064386,           0.0064386
                   6,            0.017613,            0.028246,            0.015524,                   0,                   0,                   0,                   0,                   0,                   0,                   0,           0.0053833,           0.0053833,           0.0053833
                   7,            0.015995,            0.027422,            0.014904,                   0,                   0,                   0,                   0,                   0,                   0,                   0,            0.004328,            0.004328,            0.004328
                   8,            0.014629,            0.026574,            0.013832,                   0,                   0,                   0,                   0,                   0,                   0,                   0,           0.0032726,           0.0032726,           0.0032726
                   9,            0.013728,             0.02602,            0.013156,             0.73728,             0.84618,             0.83496,             0.65337,            0.016536,            0.016291,             0.02005,           0.0022173,           0.0022173,           0.0022173
                   0,            0.064417,            0.035427,            0.023485,                   0,                   0,                   0,                   0,                   0,                   0,                   0,            0.070367,           0.0031179,           0.0031179
                   1,            0.043202,            0.028664,            0.021735,                   0,                   0,                   0,                   0,                   0,                   0,                   0,            0.039718,           0.0056564,           0.0056564
                   2,            0.033295,            0.023787,            0.018596,                   0,                   0,                   0,                   0,                   0,                   0,                   0,           0.0084432,           0.0075698,           0.0075698
                   3,            0.025019,            0.022026,              0.0164,                   0,                   0,                   0,                   0,                   0,                   0,                   0,           0.0066948,           0.0066948,           0.0066948
                   4,            0.022587,            0.021112,            0.015171,                   0,                   0,                   0,                   0,                   0,                   0,                   0,           0.0066948,           0.0066948,           0.0066948
                   5,            0.020184,            0.020245,              0.0142,                   0,                   0,                   0,                   0,                   0,                   0,                   0,            0.005753,            0.005753,            0.005753
                   6,            0.017909,            0.019544,            0.013093,                   0,                   0,                   0,                   0,                   0,                   0,                   0,           0.0048113,           0.0048113,           0.0048113
                   7,            0.016819,            0.019128,            0.012314,                   0,                   0,                   0,                   0,                   0,                   0,                   0,           0.0038695,           0.0038695,           0.0038695
                   8,            0.015045,            0.018781,            0.011687,                   0,                   0,                   0,                   0,                   0,                   0,                   0,           0.0029278,           0.0029278,           0.0029278
                   9,            0.014086,             0.01811,             0.01081,             0.76549,             0.84977,             0.84486,             0.65797,            0.016498,            0.011919,            0.016995,            0.001986,            0.001986,            0.001986
                   0,            0.066109,            0.050663,            0.026593,                   0,                   0,                   0,                   0,                   0,                   0,                   0,            0.070767,           0.0032478,           0.0032478
                   1,            0.044066,            0.039145,            0.025051,                   0,                   0,                   0,                   0,                   0,                   0,                   0,            0.040305,           0.0058917,           0.0058917
                   2,            0.032436,            0.033375,            0.021349,                   0,                   0,                   0,                   0,                   0,                   0,                   0,           0.0091907,           0.0078839,           0.0078839
                   3,            0.024142,            0.031567,            0.018031,                   0,                   0,                   0,                   0,                   0,                   0,                   0,           0.0070021,           0.0070021,           0.0070021
                   4,             0.02112,            0.029999,            0.017209,                   0,                   0,                   0,                   0,                   0,                   0,                   0,           0.0070021,           0.0070021,           0.0070021
                   5,            0.018434,            0.028553,            0.016088,                   0,                   0,                   0,                   0,                   0,                   0,                   0,           0.0060162,           0.0060162,           0.0060162
                   6,            0.017033,            0.027875,            0.015155,                   0,                   0,                   0,                   0,                   0,                   0,                   0,           0.0050302,           0.0050302,           0.0050302
                   7,            0.015603,            0.027066,            0.014471,                   0,                   0,                   0,                   0,                   0,                   0,                   0,           0.0040443,           0.0040443,           0.0040443
                   8,            0.014525,            0.026079,            0.013438,                   0,                   0,                   0,                   0,                   0,                   0,                   0,           0.0030583,           0.0030583,           0.0030583
                   9,            0.013553,            0.025601,            0.012812,             0.77131,             0.83695,             0.84588,             0.66476,            0.016011,            0.016191,            0.020685,           0.0020724,           0.0020724,           0.0020724
                   0,            0.061563,            0.045277,            0.026341,                   0,                   0,                   0,                   0,                   0,                   0,                   0,             0.06635,           0.0033784,           0.0033784
                   1,            0.038342,            0.034833,            0.025607,                   0,                   0,                   0,                   0,                   0,                   0,                   0,            0.036543,           0.0061284,           0.0061284
                   2,             0.02737,            0.028538,            0.025636,                   0,                   0,                   0,                   0,                   0,                   0,                   0,             0.00802,             0.00802,             0.00802
                   3,            0.022748,            0.026455,            0.025557,                   0,                   0,                   0,                   0,                   0,                   0,                   0,             0.00802,             0.00802,             0.00802
                   4,            0.020194,            0.025016,            0.024556,                   0,                   0,                   0,                   0,                   0,                   0,                   0,             0.00703,             0.00703,             0.00703
                   5,             0.01898,            0.024002,             0.01975,                   0,                   0,                   0,                   0,                   0,                   0,                   0,             0.00604,             0.00604,             0.00604
                   6,            0.017587,            0.023565,            0.017272,                   0,                   0,                   0,                   0,                   0,                   0,                   0,             0.00505,             0.00505,             0.00505
                   7,             0.01618,            0.022948,            0.016255,                   0,                   0,                   0,                   0,                   0,                   0,                   0,             0.00406,             0.00406,             0.00406
                   8,            0.015031,            0.022181,            0.015028,                   0,                   0,                   0,                   0,                   0,                   0,                   0,             0.00307,             0.00307,             0.00307
                   9,            0.014057,            0.021852,            0.014348,             0.74073,             0.84243,             0.83278,             0.65829,            0.017946,            0.016885,            0.017777,             0.00208,             0.00208,             0.00208
                   0,             0.06541,            0.049252,            0.025849,                   0,                   0,                   0,                   0,                   0,                   0,                   0,            0.070037,           0.0032401,           0.0032401
                   1,            0.042818,            0.038434,            0.024422,                   0,                   0,                   0,                   0,                   0,                   0,                   0,            0.039494,           0.0058777,           0.0058777
                   2,            0.031661,            0.032356,            0.020443,                   0,                   0,                   0,                   0,                   0,                   0,                   0,           0.0083017,           0.0078651,           0.0078651
                   3,            0.023666,            0.030336,            0.017626,                   0,                   0,                   0,                   0,                   0,                   0,                   0,           0.0069246,           0.0069246,           0.0069246
                   4,            0.020827,             0.02893,            0.016504,                   0,                   0,                   0,                   0,                   0,                   0,                   0,           0.0069246,           0.0069246,           0.0069246
                   5,            0.018398,            0.027724,            0.015653,                   0,                   0,                   0,                   0,                   0,                   0,                   0,           0.0059495,           0.0059495,           0.0059495
                   6,            0.016665,            0.026823,            0.014889,                   0,                   0,                   0,                   0,                   0,                   0,                   0,           0.0049744,           0.0049744,           0.0049744
                   7,            0.015287,            0.025842,            0.014047,                   0,                   0,                   0,                   0,                   0,                   0,                   0,           0.0039993,           0.0039993,           0.0039993
                   8,            0.014392,             0.02536,            0.013221,                   0,                   0,                   0,                   0,                   0,                   0,                   0,           0.0030242,           0.0030242,           0.0030242
                   9,            0.013342,            0.024593,            0.012237,             0.76646,             0.82112,             0.84247,             0.66396,            0.015502,            0.015802,              0.0189,            0.002049,            0.002049,            0.002049
                   0,            0.058648,            0.052311,             0.02775,                   0,                   0,                   0,                   0,                   0,                   0,                   0,            0.080617,           0.0038553,           0.0038553
                   1,            0.039426,            0.037323,            0.025985,                   0,                   0,                   0,                   0,                   0,                   0,                   0,            0.045625,           0.0069935,           0.0069935
                   2,            0.028621,            0.033865,            0.021408,                   0,                   0,                   0,                   0,                   0,                   0,                   0,           0.0098599,           0.0093582,           0.0093582
                   3,            0.022323,            0.032105,            0.019042,                   0,                   0,                   0,                   0,                   0,                   0,                   0,           0.0082392,           0.0082392,           0.0082392
                   4,            0.019761,            0.030735,            0.017603,                   0,                   0,                   0,                   0,                   0,                   0,                   0,           0.0082392,           0.0082392,           0.0082392
                   5,            0.017933,            0.029821,            0.017028,                   0,                   0,                   0,                   0,                   0,                   0,                   0,           0.0070789,           0.0070789,           0.0070789
                   6,            0.016042,            0.028885,            0.016168,                   0,                   0,                   0,                   0,                   0,                   0,                   0,           0.0059187,           0.0059187,           0.0059187
                   7,            0.014492,            0.027913,            0.015302,                   0,                   0,                   0,                   0,                   0,                   0,                   0,           0.0047584,           0.0047584,           0.0047584
                   8,            0.013711,            0.027284,             0.01418,                   0,                   0,                   0,                   0,                   0,                   0,                   0,           0.0035981,           0.0035981,           0.0035981
                   9,            0.012694,            0.026684,            0.013719,             0.72373,             0.83425,             0.81006,             0.63423,            0.014685,            0.016928,            0.025152,           0.0024379,           0.0024379,           0.0024379
                   0,            0.063586,             0.05142,            0.027819,                   0,                   0,                   0,                   0,                   0,                   0,                   0,            0.083932,           0.0030673,           0.0030673
                   1,            0.044072,            0.042704,            0.026442,                   0,                   0,                   0,                   0,                   0,                   0,                   0,            0.050279,           0.0055655,           0.0055655
                   2,            0.034152,            0.034393,            0.023843,                   0,                   0,                   0,                   0,                   0,                   0,                   0,            0.016012,           0.0074496,           0.0074496
                   3,            0.025522,            0.031972,            0.019341,                   0,                   0,                   0,                   0,                   0,                   0,                   0,           0.0070505,           0.0070505,           0.0070505
                   4,            0.021671,            0.030144,            0.017832,                   0,                   0,                   0,                   0,                   0,                   0,                   0,           0.0070505,           0.0070505,           0.0070505
                   5,            0.018381,            0.028609,            0.016396,                   0,                   0,                   0,                   0,                   0,                   0,                   0,           0.0060607,           0.0060607,           0.0060607
                   6,            0.016631,            0.027643,             0.01538,                   0,                   0,                   0,                   0,                   0,                   0,                   0,           0.0050709,           0.0050709,           0.0050709
                   7,            0.015107,             0.02692,            0.014622,                   0,                   0,                   0,                   0,                   0,                   0,                   0,            0.004081,            0.004081,            0.004081
                   8,            0.013924,            0.025968,            0.013432,                   0,                   0,                   0,                   0,                   0,                   0,                   0,           0.0030912,           0.0030912,           0.0030912
                   9,            0.012835,            0.025541,            0.012546,             0.75853,             0.83329,             0.82993,             0.63456,            0.017657,            0.018775,            0.020604,           0.0021014,           0.0021014,           0.0021014
                   0,            0.065478,            0.053234,            0.030973,                   0,                   0,                   0,                   0,                   0,                   0,                   0,            0.068007,           0.0031777,           0.0031777
                   1,            0.042737,            0.039924,             0.02846,                   0,                   0,                   0,                   0,                   0,                   0,                   0,            0.034365,           0.0057645,           0.0057645
                   2,            0.030187,            0.035437,            0.022975,                   0,                   0,                   0,                   0,                   0,                   0,                   0,             0.00717,             0.00717,             0.00717
                   3,            0.023541,            0.033704,            0.020743,                   0,                   0,                   0,                   0,                   0,                   0,                   0,             0.00717,             0.00717,             0.00717
                   4,            0.020305,            0.031917,            0.019715,                   0,                   0,                   0,                   0,                   0,                   0,                   0,            0.006285,            0.006285,            0.006285
                   5,            0.018233,            0.030497,            0.018285,                   0,                   0,                   0,                   0,                   0,                   0,                   0,              0.0054,              0.0054,              0.0054
                   6,            0.016953,            0.029658,            0.017263,                   0,                   0,                   0,                   0,                   0,                   0,                   0,            0.004515,            0.004515,            0.004515
                   7,            0.015663,            0.028862,            0.016523,                   0,                   0,                   0,                   0,                   0,                   0,                   0,             0.00363,             0.00363,             0.00363
                   8,            0.014696,            0.027942,             0.01536,                   0,                   0,                   0,                   0,                   0,                   0,                   0,            0.002745,            0.002745,            0.002745
                   9,            0.013925,            0.027475,            0.014516,             0.76594,             0.82624,             0.83935,             0.66585,            0.015934,            0.017541,            0.023216,           0.0018599,           0.0018599,           0.0018599
                   0,            0.066994,            0.046261,            0.029279,                   0,                   0,                   0,                   0,                   0,                   0,                   0,            0.074515,           0.0036053,           0.0036053
                   1,            0.045377,            0.041089,            0.026896,                   0,                   0,                   0,                   0,                   0,                   0,                   0,            0.042228,           0.0065414,           0.0065414
                   2,            0.036525,            0.032506,            0.022374,                   0,                   0,                   0,                   0,                   0,                   0,                   0,            0.009219,           0.0087555,           0.0087555
                   3,            0.025472,            0.029541,            0.019781,                   0,                   0,                   0,                   0,                   0,                   0,                   0,           0.0077112,           0.0077112,           0.0077112
                   4,            0.021738,            0.027719,            0.018631,                   0,                   0,                   0,                   0,                   0,                   0,                   0,           0.0077112,           0.0077112,           0.0077112
                   5,            0.019122,            0.026718,            0.017524,                   0,                   0,                   0,                   0,                   0,                   0,                   0,           0.0066282,           0.0066282,           0.0066282
                   6,            0.016924,            0.025719,             0.01638,                   0,                   0,                   0,                   0,                   0,                   0,                   0,           0.0055453,           0.0055453,           0.0055453
                   7,             0.01567,            0.024905,            0.015669,                   0,                   0,                   0,                   0,                   0,                   0,                   0,           0.0044623,           0.0044623,           0.0044623
                   8,            0.014557,            0.024052,            0.014628,                   0,                   0,                   0,                   0,                   0,                   0,                   0,           0.0033794,           0.0033794,           0.0033794
                   9,             0.01345,            0.023277,            0.013736,             0.76101,             0.84343,             0.83919,             0.66242,            0.015635,            0.015425,            0.020944,           0.0022964,           0.0022964,           0.0022964
                   0,            0.056999,            0.039134,            0.019029,                   0,                   0,                   0,                   0,                   0,                   0,                   0,             0.07147,           0.0043651,           0.0043651
                   1,            0.035649,            0.035719,            0.018388,                   0,                   0,                   0,                   0,                   0,                   0,                   0,             0.04169,           0.0079184,           0.0079184
